Track 1_cam_1_x,Track 1_cam_1_y,Track 1_cam_2_x,Track 1_cam_2_y,Track 1_cam_3_x,Track 1_cam_3_y
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
1142.9197530864196,1316.8420190101608,NaN,NaN,1062.0,1647.0766319772943
1148.7067901234566,1319.914782038676,NaN,NaN,1090.0,1647.0766319772943
1154.4938271604938,1321.9632907243529,NaN,NaN,1120.0,1640.9460737937559
1159.3163580246912,1325.0360537528682,NaN,NaN,1150.0,1640.9460737937559
1166.0679012345677,1329.1330711242217,NaN,NaN,1178.0,1634.8155156102177
1170.8904320987654,1331.1815798098987,NaN,NaN,NaN,NaN
1176.6774691358023,1336.3028515240908,NaN,NaN,1232.0,1632.771996215705
1184.3935185185182,1337.327105866929,NaN,NaN,1262.0,1624.597918637654
1190.1805555555554,1342.4483775811211,NaN,NaN,1292.0,1622.5543992431408
1195.003086419753,1344.496886266798,NaN,NaN,NaN,NaN
1201.7546296296296,1347.5696492953132,NaN,NaN,1346.0,1618.4673604541154
1209.4706790123455,1350.6424123238285,NaN,NaN,1371.996913580247,1616.103752759382
1217.1867283950614,1352.6909210095052,NaN,NaN,1397.0740740740744,1612.1617786187323
1222.0092592592591,1356.787938380859,NaN,NaN,NaN,NaN
1228.7608024691356,1357.8121927236973,NaN,NaN,1448.1929012345681,1606.248817407758
1235.5123456790122,1362.9334644378894,NaN,NaN,1471.3410493827164,1601.3213497319457
1242.2638888888887,1367.0304818092432,NaN,NaN,1497.382716049383,1599.3503626616211
1249.0154320987654,1368.0547361520814,NaN,NaN,NaN,NaN
1256.7314814814813,1370.1032448377582,NaN,NaN,1544.6435185185187,1591.4664143803216
1263.483024691358,1373.1760078662735,NaN,NaN,1568.7561728395065,1586.5389467045097
1269.270061728395,1376.2487708947888,NaN,NaN,1592.8688271604942,1583.5824660990224
1277.9506172839506,1380.3457882661423,NaN,NaN,NaN,NaN
1286.631172839506,1380.3457882661423,NaN,NaN,1639.1651234567903,1574.7130242825608
1292.418209876543,1383.4185512946576,NaN,NaN,1661.348765432099,1570.771050141911
1300.1342592592591,1387.5155686660114,NaN,NaN,1683.5324074074076,1567.8145695364237
1308.8148148148148,1388.5398230088497,NaN,NaN,NaN,NaN
1316.5308641975307,1391.612586037365,NaN,NaN,1727.899691358025,1558.9451277199623
1326.1759259259259,1394.6853490658802,NaN,NaN,1751.0478395061732,1555.988647114475
1334.8564814814813,1394.6853490658802,NaN,NaN,1771.3024691358028,1550.0756859035005
1345.466049382716,1396.733857751557,NaN,NaN,NaN,NaN
1355.1111111111109,1398.7823664372338,NaN,NaN,NaN,NaN
1364.756172839506,1400.8308751229106,NaN,NaN,1834.9598765432102,1536.2787764112268
1372.4722222222222,1401.855129465749,NaN,NaN,1853.2854938271607,1528.3948281299276
1382.117283950617,1402.8793838085876,NaN,NaN,1872.575617283951,1522.481866918953
1393.6913580246912,1405.9521468371026,NaN,NaN,NaN,NaN
1405.2654320987654,1408.0006555227797,NaN,NaN,1910.191358024692,1513.6124251024912
1416.8395061728395,1409.024909865618,NaN,NaN,1930.4459876543215,1505.728476821192
1427.449074074074,1406.9764011799411,NaN,NaN,1946.842592592593,1498.8300220750552
1437.094135802469,1408.0006555227797,NaN,NaN,1966.1327160493831,1493.9025543992432
1446.7391975308642,1409.024909865618,NaN,NaN,1982.5293209876547,1488.975086723431
