Track 1_cam_1_x,Track 1_cam_1_y,Track 1_cam_2_x,Track 1_cam_2_y,Track 1_cam_3_x,Track 1_cam_3_y
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
1660.9645061728393,1321.8059652572929,1861.1944444444443,1652.3273415326398,2224.8168367055323,1323.9995926626723
1675.4320987654319,1321.8059652572929,1877.3981481481478,1646.4143803216652,NaN,NaN
1685.077160493827,1321.8059652572929,NaN,NaN,NaN,NaN
1695.6867283950614,1321.8059652572929,NaN,NaN,NaN,NaN
1707.2608024691356,1321.8059652572929,1926.0092592592591,1623.9451277199623,NaN,NaN
NaN,NaN,1942.2129629629626,1615.6669820245984,NaN,NaN
1729.4444444444443,1322.8302196001314,NaN,NaN,NaN,NaN
1741.0185185185182,1319.757456571616,1969.9907407407404,1599.1106906338696,2276.726023090992,1298.335698517818
NaN,NaN,1983.8796296296293,1592.0151371807005,NaN,NaN
1767.060185185185,1321.8059652572929,NaN,NaN,NaN,NaN
1777.6697530864196,1322.8302196001314,2015.1296296296296,1577.8240302743616,2305.1923511088244,1293.202919688847
1788.279320987654,1322.8302196001314,2030.1759259259256,1570.7284768211925,2312.4484739368995,1289.7810671361997
1799.8533950617282,1321.8059652572929,2044.0648148148148,1562.4503311258281,2321.3790866483764,1285.7889058247779
1811.4274691358023,1321.8059652572929,2059.111111111111,1556.5373699148536,2328.0770461819843,1284.6482883072288
1823.0015432098762,1321.8059652572929,2070.685185185185,1550.624408703879,2337.5658221879285,1280.656126995807
NaN,NaN,NaN,NaN,NaN,NaN
1844.2206790123455,1322.8302196001314,NaN,NaN,NaN,NaN
1855.7947530864196,1320.7817109144544,2111.1944444444443,1534.0681173131507,2359.8923539666207,1274.3827306492872
NaN,NaN,2123.9259259259256,1525.7899716177863,2369.381129972565,1272.101495614189
1879.9074074074074,1321.8059652572929,NaN,NaN,2376.63725280064,1270.3905693378651
1888.5879629629628,1321.8059652572929,2149.3888888888887,1515.1466414380325,2386.126028806584,1268.6796430615416
NaN,NaN,2163.2777777777774,1510.4162724692528,2395.056641518061,1265.2577905088942
1912.7006172839506,1321.8059652572929,NaN,NaN,NaN,NaN
1925.2391975308642,1322.8302196001314,2182.9537037037035,1500.9555345316935,2407.894397290809,1261.835937956247
NaN,NaN,2196.842592592592,1490.3122043519397,2418.499499885688,1260.1250116799235
1945.4938271604938,1322.8302196001314,NaN,NaN,NaN,NaN
1957.0679012345677,1321.8059652572929,NaN,NaN,2433.011745541838,1256.7031591272762
1970.5709876543208,1323.85447394297,2232.722222222222,1473.7559129612114,2440.267868369913,1253.8516153334035
1980.216049382716,1322.8302196001314,NaN,NaN,NaN,NaN
1990.8256172839506,1323.85447394297,NaN,NaN,2454.221950731596,1249.8594540219817
NaN,NaN,2267.4444444444443,1459.5648060548724,NaN,NaN
2012.0447530864196,1321.8059652572929,NaN,NaN,2467.059706504344,1244.7266751930108
2021.6898148148148,1321.8059652572929,2288.2777777777774,1448.9214758751186,2475.432155921353,1243.5860576754617
2030.3703703703702,1322.8302196001314,NaN,NaN,2483.8046053383628,1243.5860576754617
2037.1219135802467,1323.85447394297,NaN,NaN,2491.060728166438,1243.0157489166872
2045.8024691358023,1326.927236971485,2323.0,1438.2781456953644,2501.1076674668493,1240.734513881589
