Track 1_cam_1_x,Track 1_cam_1_y,Track 1_cam_2_x,Track 1_cam_2_y,Track 1_cam_3_x,Track 1_cam_3_y
NaN,NaN,NaN,NaN,NaN,NaN
2102.046296296296,1213.362831858407,2425.2107696044804,1304.5326424658654,2600.5518535189,1162.4758249919214
2126.3518518518513,1208.4464110127824,2442.513831732967,1295.978011084247,2610.319711172078,1156.772737404176
2152.9722222222217,1204.7590953785643,NaN,NaN,NaN,NaN
2179.592592592592,1199.8426745329398,NaN,NaN,2631.2508347146018,1146.7923341256214
2205.055555555555,1194.9262536873157,2487.7250585848187,1269.743808180618,2639.1581480528885,1145.366562228685
2232.833333333333,1190.0098328416911,2502.2373042409686,1257.767324246353,2652.6470943358486,1139.6634746409395
NaN,NaN,2522.889346136259,1245.2205315533129,2663.8103602251945,1134.4356443521729
2290.7037037037035,1176.489675516224,NaN,NaN,NaN,NaN
2320.7962962962956,1170.3441494591934,2546.890367798353,1226.400342513753,2681.950667295382,1125.8810129705548
2349.731481481481,1162.9695181907568,2561.9607767489706,1216.1347848558112,2690.206832692711,1121.1944479389585
2378.666666666666,1156.8239921337265,NaN,NaN,2699.8971676661017,1115.2537317017236
2411.074074074074,1148.220255653884,2589.3107781778685,1192.7521257460548,NaN,NaN
2442.324074074074,1138.387413962635,2602.706697245084,1185.9084206407606,2719.9238599444425,1106.672697136829
NaN,NaN,2615.544453017832,1178.4944067766914,2731.229250746732,1101.7221002724666
2508.296296296296,1122.4090462143558,NaN,NaN,NaN,NaN
2545.333333333333,1116.2635201573253,2642.89445444673,1158.5336002195825,2747.3798090357163,1091.8209065437418
2578.898148148148,1107.6597836774827,2655.1740469250108,1149.4086600791898,2757.393155174887,1086.540269888422
NaN,NaN,2668.011802697759,1141.9946462151206,2769.990590640295,1083.239871978847
2654.1296296296296,1092.9105211406095,NaN,NaN,NaN,NaN
2691.166666666666,1084.3067846607669,2693.129150948788,1128.3072360045317,2788.725238255517,1075.3189169958673
NaN,NaN,2705.408743427068,1119.7526046229136,2798.092562063128,1071.688479295335
2772.185185185185,1068.3284169124877,NaN,NaN,NaN,NaN
2813.8518518518513,1060.953785644051,NaN,NaN,NaN,NaN
2857.833333333333,1051.120943952802,2740.7125718021252,1096.0531073138382,2824.2564664912834,1059.8070468208653
2900.657407407407,1038.8298918387413,2753.8914273659366,1089.7163433274543,2831.685723304216,1056.176609120333
2946.9537037037035,1037.6007866273353,2765.907442732941,1085.3598180868155,NaN,NaN
2985.148148148148,1035.1425762045228,2775.2101643073966,1078.2309586021336,2847.513270427421,1051.2260122559705
3022.185185185185,1035.1425762045228,2784.1252724829155,1076.2507198563887,NaN,NaN
3052.2777777777774,1035.1425762045228,NaN,NaN,NaN,NaN
3085.842592592592,1035.1425762045228,NaN,NaN,NaN,NaN
3117.092592592592,1038.8298918387413,NaN,NaN,NaN,NaN
3146.0277777777774,1036.371681415929,NaN,NaN,NaN,NaN
3178.435185185185,1037.6007866273353,NaN,NaN,NaN,NaN
3206.2129629629626,1038.8298918387413,NaN,NaN,NaN,NaN
3237.4629629629626,1037.6007866273353,NaN,NaN,NaN,NaN
3265.2407407407404,1038.8298918387413,2846.943168032334,1066.207731254512,NaN,NaN
3295.333333333333,1037.6007866273353,2851.05557870777,1066.0167360051155,2900.1640904495107,1050.895972465013
3312.6944444444443,1037.6007866273353,2855.541844899155,1065.8257407557187,2903.717213273087,1050.895972465013
3333.5277777777774,1033.9134709931168,2860.4019666064883,1065.634745506322,2907.270336096664,1050.5659326740556
3348.574074074074,1037.6007866273353,2865.2620883138216,1065.634745506322,2910.1774365886813,1050.895972465013
3363.6203703703704,1035.1425762045228,2869.9352822631804,1064.4887740099418,2912.438514749139,1050.895972465013
3380.9814814814818,1030.2261553588987,2875.1692594864626,1063.7247930123551,2913.7305594122577,1051.556052046928
3396.0277777777774,1031.4552605703047,2879.281670161898,1063.9157882617517,2915.0226040753764,1051.2260122559705
3411.074074074074,1032.6843657817108,2882.4594420474623,1063.9157882617517,2916.314648738495,1051.2260122559705
3422.648148148148,1035.1425762045228,2884.889502901129,1062.9608120147682,2918.2527157331733,1050.895972465013
3433.064814814815,1035.1425762045228,2886.7587804808727,1062.3878262665783,2919.544760396292,1050.5659326740556
3440.1023662551443,1036.920408609199,2888.2542025446674,1062.1968310171815,2920.836805059411,1050.5659326740556
3447.3361625514403,1036.920408609199,2889.001913576565,1061.4328500195948,2921.80583855675,1050.2358928830981
3453.7662037037035,1037.7739538948979,2890.123480124411,1061.0508595208014,2922.4518608883095,1049.9058530921407
3461.803755144033,1038.6274991805965,2891.618902188206,1060.8598642714046,2923.4208943856484,1049.9058530921407
3469.8413065843624,1039.4810444662953,2892.740468736052,1060.4778737726112,2924.0669167172077,1050.2358928830981
3474.6638374485597,1040.334589751994,2893.8620352838984,1059.904888024421,2923.7439055514283,1049.9058530921407
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
