x_1,y_1,z_1
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-0.31499057466230723,7.185020419412132,0.07237057408020363
-0.07638306454917325,7.079378011908378,0.0576608431555697
NaN,NaN,NaN
NaN,NaN,NaN
0.5838998016709505,6.698284412693802,0.022315503623125642
0.7841667237877867,6.553384971870627,0.019974518490613127
NaN,NaN,NaN
NaN,NaN,NaN
1.4561352853635725,6.183836630215308,-0.017503575445516728
1.6401901066739528,6.057043583517351,-0.03248231096639217
NaN,NaN,NaN
NaN,NaN,NaN
2.3009979218230647,5.660345356445584,-0.05393320606448483
2.4732988262908053,5.5437040573428495,-0.06650512471212103
NaN,NaN,NaN
NaN,NaN,NaN
3.123130497469281,5.087438706405463,-0.09544502198522115
3.314550753315824,4.9097307854079615,-0.10919725028624762
NaN,NaN,NaN
NaN,NaN,NaN
3.939671161702528,4.524162528018039,-0.1238019124000625
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
4.720250186345313,4.076240220373007,-0.1650022922813288
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
5.756682585052311,3.585799151277706,-0.22864492383490817
5.9287586844768185,3.4710965787314696,-0.23442229370095935
6.048890388762158,3.4556598954801347,-0.23643662166061996
6.210341444288457,3.361004570992482,-0.2382438245596186
6.313143210947205,3.3433720031555603,-0.24725181337034866
6.441612643893738,3.275813178271046,-0.2445758513961119
6.565688262505147,3.187682333645083,-0.24241347913607472
6.671828588810733,3.132346712788802,-0.23993986233015122
6.80101187527153,3.0321046424523628,-0.24100231490649068
6.931363948947331,2.903715119901282,-0.2442386136690303
7.057878843289192,2.7904449684809998,-0.2444588141618273
7.140176345002632,2.7613840764541844,-0.24775600768544936
7.245986724401685,2.7095128626503966,-0.24589461547829683
7.345480915064674,2.650625998127492,-0.24467703175023045
7.431625515492718,2.6116062808352227,-0.2373560269906978
7.47904533900558,2.60605595929477,-0.2263488607041246
7.5509741892109945,2.5767897775357618,-0.22044015731937808
7.615745987831778,2.5634523368858892,-0.21111139307338891
7.711954198262606,2.4965073868396317,-0.20882259890400742
7.766461933701178,2.4616763581139263,-0.20428278668376823
7.842736334509519,2.42204972117629,-0.20395801063624666
7.9295507356232005,2.378855145421674,-0.20368542942442566
8.009902161512253,2.327773158564849,-0.1975285596391994
8.078421129781141,2.29067204926993,-0.19869655045125686
8.141244569370436,2.2599277163876743,-0.19644544134537367
8.19627651131171,2.234031833426634,-0.19242348770148832
8.243224876763602,2.2135432768463144,-0.19150700184177846
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
