x_1,y_1,z_1
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.5465106480948377,-3.3616659418618253,0.6654875548339534
0.7224520201822178,-3.3463203021095778,0.6426053278406925
NaN,NaN,NaN
1.1230665968927565,-2.908690873110162,0.6346972083989272
1.3232517541516695,-2.738004318598266,0.6161188526878406
1.473019736024626,-2.5209171341128074,0.5915779657782091
NaN,NaN,NaN
1.843042620172627,-2.284553327434393,0.5594820293639227
1.9909324874500658,-2.026298820945788,0.5384546757550555
2.1563068406961534,-1.8949243903842647,0.4885722503969316
2.3133608892059443,-1.7865909978913295,0.4610774341014163
2.4504409373268445,-1.5217696369116493,0.4322273228816968
2.608315587061485,-1.3727981892188075,0.3924475806071877
2.755211710365614,-1.2361340990235763,0.35423089494080706
NaN,NaN,NaN
3.051356488264505,-0.9377642172342477,0.2859890602276259
3.2109769700455106,-0.7677584817669183,0.2505974443726132
NaN,NaN,NaN
NaN,NaN,NaN
3.6038406903083167,-0.2976389970369464,0.13316034613982633
3.7362894715326855,-0.1359278886255058,0.08739073552108374
3.917553625426249,-0.012522056592977145,0.05933552645154802
4.005173453720166,0.16906449772767337,0.017930686534498846
4.110493104461546,0.31747180251142004,-0.038072168483216616
4.234256056885682,0.4736919202785015,-0.08815803130392091
4.369491492398135,0.6261797637395508,-0.11928577006291298
NaN,NaN,NaN
4.607022621866321,0.9361028248627739,-0.20617042121348644
4.705330410249466,1.0831629230546609,-0.2397918982900936
4.822387611944306,1.1753320178931173,-0.2532472520315885
4.916324687007634,1.3324797260004881,-0.2576046945342006
5.018188865099892,1.4275490531771846,-0.260855965960063
5.086131588696569,1.5637016906939971,-0.26010448563760963
5.181492085182704,1.644816508714072,-0.26054036205074466
5.243250941874748,1.774416971251115,-0.26054995208998005
5.334636384397562,1.8399619389228266,-0.2642676722362113
5.3930733841671294,1.9557030786001863,-0.2696261737380343
5.43804204601977,2.1184726249061145,-0.27146971096486155
5.485092549967469,2.2200292914380433,-0.28029344705082604
5.550385887799035,2.298361264444959,-0.2925485216836358
5.601964955291164,2.391608170248936,-0.2988053211284569
5.645920764012931,2.4858206956137274,-0.2995513993573692
5.680448643789011,2.587653745428049,-0.3075556946995123
5.715434928092193,2.6694364162432596,-0.31060036595429213
5.750619443653541,2.7252849537278068,-0.3169594372374646
5.787746311995729,2.7725938589677885,-0.32209101889926534
5.817350718833809,2.8347961097639507,-0.3223184621326103
5.838145166987417,2.903371470176199,-0.32032367209353513
5.856465682720257,2.946364810423038,-0.32106535223629173
5.8724526078104216,2.986915985650739,-0.32391609924619164
5.895964037707696,3.021797049923325,-0.3222902791509215
