Track 1_x,Track 1_y,Track 1_z
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-5.889525510130535,2.303792738517464,0.8134047998107304
-5.846671369946893,2.2513707952422513,0.7834732980219319
-5.818875995931343,2.1767354931949914,0.7718232686640055
-5.784984952834003,2.017697953444839,0.7734489090203788
-5.750816768474278,1.8910870610437662,0.7345298726782391
-5.694669263224311,1.7594722278526673,0.6856108309507664
-5.645686979575386,1.703161922005503,0.6373515632342356
-5.601583197293876,1.5342855559334574,0.6015647207248871
-5.567170300963534,1.4117524870721694,0.585464598038536
-5.528843007130925,1.3181353894248484,0.5999891893003376
-5.499383691236817,1.170115394385848,0.5540811506411224
-5.43929853147127,1.0410068020708103,0.535883056254987
-5.385149447805549,1.0021834200510806,0.5351101658686064
-5.323337726124757,0.8593811795500849,0.506440705925634
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-4.920396616862794,-0.25633451997791123,0.627971424760242
NaN,NaN,NaN
-4.808021274068255,-0.5186442613652178,0.6949927351708972
-4.728019283130795,-0.582622648683643,0.7403746756306782
-4.6617428173170445,-0.7087756388463198,0.7886974479734276
NaN,NaN,NaN
NaN,NaN,NaN
-4.504049768821829,-1.1747989411924202,0.9277358344427837
-4.410560134226463,-1.310203709928993,1.0372869152140336
-4.390767153688115,-1.4379075808629833,1.047876999814501
NaN,NaN,NaN
-4.3069524811996995,-1.684478278832263,1.2095512431837818
-4.23111454390488,-1.8955849234119766,1.2564327481588518
NaN,NaN,NaN
-4.135115885078675,-2.1898691903043437,1.3954800531922
-4.075947420891103,-2.4177233369284457,1.4421986485460234
-4.0388114711354755,-2.5384922129913625,1.4911481082492404
NaN,NaN,NaN
-3.942483761280369,-2.7814837692837755,1.518753912399503
-3.9106817645446914,-2.9203914159483872,1.5135451560795177
-3.8813795147158485,-3.0298575950739424,1.514985218669118
-3.8503814182560085,-3.1563179934079555,1.500737721151648
-3.82101527565701,-3.1796358460235656,1.508227324414548
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
