Track 1_cam_1_x,Track 1_cam_1_y,Track 1_cam_2_x,Track 1_cam_2_y,Track 1_cam_3_x,Track 1_cam_3_y
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN
367.53999485596705,1176.2648403073672,NaN,NaN,1255.5555555555554,1182.330383480826
NaN,NaN,NaN,NaN,1275.810185185185,1178.2333661094722
390.3130572702332,1171.2858261407916,NaN,NaN,1291.242283950617,1173.11209439528
401.0297925240055,1167.0180997122982,NaN,NaN,1305.7098765432097,1169.0150770239266
409.73713991769546,1162.750373283805,NaN,NaN,1320.1774691358023,1166.9665683382498
421.7934670781893,1160.6165100695582,NaN,NaN,1334.645061728395,1161.8452966240577
431.84040637860085,1157.060071379147,NaN,NaN,1352.9706790123455,1156.7240249098656
441.88734567901236,1153.503632688736,NaN,NaN,1366.4737654320986,1154.6755162241889
453.9436728395062,1149.9471939983246,NaN,NaN,1381.9058641975307,1150.578498852835
463.32081618655695,1148.5246185221602,NaN,NaN,1397.3379629629628,1147.5057358243198
473.36775548696846,1144.968179831749,NaN,NaN,1412.770061728395,1142.3844641101277
482.7448988340192,1141.4117411413379,NaN,NaN,1426.273148148148,1140.335955424451
492.79183813443075,1138.5665901890088,NaN,NaN,1440.7407407407406,1135.214683710259
503.508573388203,1135.0101514985977,NaN,NaN,NaN,NaN
513.5555126886145,1132.8762882843512,NaN,NaN,1468.7114197530864,1128.04490331039
522.2628600823045,1129.31984959394,NaN,NaN,1480.2854938271603,1124.9721402818748
530.3004115226338,1126.474698641611,NaN,NaN,1493.7885802469136,1121.8993772533595
539.6775548696845,1122.2069722131178,NaN,NaN,NaN,NaN
549.724494170096,1120.784396736953,NaN,NaN,1519.8302469135801,1115.753851196329
557.7620456104253,1117.9392457846243,NaN,NaN,1532.3688271604938,1110.6325794821369
565.7995970507545,1113.6715193561308,NaN,NaN,1542.9783950617284,1107.5598164536218
573.8371484910838,1107.981217451473,NaN,NaN,1557.445987654321,1105.5113077679448
584.553883744856,1106.5586419753085,NaN,NaN,1572.878086419753,1101.4142903965912
592.5914351851852,1106.5586419753085,NaN,NaN,1582.523148148148,1099.3657817109145
