Ankle_cam_1_x,Ankle_cam_1_y,Ankle_cam_2_x,Ankle_cam_2_y,Base of Bill_cam_1_x,Base of Bill_cam_1_y,Base of Bill_cam_2_x,Base of Bill_cam_2_y,Base of Tail_cam_1_x,Base of Tail_cam_1_y,Base of Tail_cam_2_x,Base of Tail_cam_2_y,Breast_cam_1_x,Breast_cam_1_y,Breast_cam_2_x,Breast_cam_2_y,Heel_cam_1_x,Heel_cam_1_y,Heel_cam_2_x,Heel_cam_2_y,Shoulder_cam_1_x,Shoulder_cam_1_y,Shoulder_cam_2_x,Shoulder_cam_2_y,Tip of Bill_cam_1_x,Tip of Bill_cam_1_y,Tip of Bill_cam_2_x,Tip of Bill_cam_2_y,Tip of Tail_cam_1_x,Tip of Tail_cam_1_y,Tip of Tail_cam_2_x,Tip of Tail_cam_2_y,Tip of Wing_cam_1_x,Tip of Wing_cam_1_y,Tip of Wing_cam_2_x,Tip of Wing_cam_2_y,Toe_cam_1_x,Toe_cam_1_y,Toe_cam_2_x,Toe_cam_2_y
NaN,NaN,NaN,NaN,558.3703703703704,686.212962962963,1395.1296296296296,804.7407407407409,695.5462962962964,616.7314814814815,1533.6296296296296,744.6759259259259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,630.7314814814816,663.0277777777778,1464.5740740740741,785.0648148148148,535.8240740740741,682.7037037037037,1368.5092592592594,800.1111111111111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,536.3796296296297,681.5833333333334,1373.138888888889,798.9537037037037,663.138888888889,614.4166666666667,1508.1666666666665,742.3611111111111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,605.2685185185186,661.8703703703704,1437.953703703704,780.4351851851852,513.8333333333335,679.2314814814815,1349.9907407407409,794.3240740740741,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,515.5462962962963,680.4259259259261,1349.9907407407409,793.1666666666667,644.6203703703704,615.5740740740741,1486.1759259259256,737.7314814814815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,583.2777777777778,659.5555555555557,1420.5925925925926,776.962962962963,490.6851851851852,676.9166666666667,1326.8425925925926,790.851851851852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,494.712962962963,673.4814814814815,1328.0,790.851851851852,626.101851851852,610.9444444444446,1466.4999999999998,734.2592592592594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,561.2870370370371,656.0833333333334,1402.0740740740741,773.4907407407408,471.0092592592593,669.9722222222223,1303.6944444444443,786.2222222222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,473.8796296296297,665.3796296296297,1306.0092592592594,786.2222222222222,606.4259259259261,609.7870370370371,1442.1944444444443,731.9444444444445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,542.7685185185186,650.2962962962963,1381.2407407407409,770.0185185185185,450.175925925926,665.3425925925926,1282.8611111111113,782.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,449.5740740740741,659.5925925925927,1284.0185185185187,780.4351851851852,582.1203703703704,602.8425925925926,1428.3055555555554,729.6296296296297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,521.9351851851852,639.8796296296297,1362.7222222222222,761.9166666666667,424.71296296296305,657.2407407407409,1259.712962962963,774.6481481481483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,432.212962962963,653.8055555555557,1260.8703703703704,774.6481481481483,565.9166666666667,600.5277777777778,1406.3148148148146,726.1574074074074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,502.2592592592593,636.4074074074074,1340.7314814814815,757.2870370370371,407.3518518518519,650.2962962962963,1238.8796296296296,771.175925925926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,412.53703703703707,649.175925925926,1240.037037037037,768.8611111111111,548.5555555555557,595.8981481481482,1382.0092592592591,723.8425925925926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,475.63888888888897,630.6203703703704,1317.5833333333335,751.5,388.83333333333337,647.9814814814815,1216.888888888889,765.3888888888889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,394.01851851851853,644.5462962962963,1219.2037037037037,760.7592592592594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,453.64814814814815,627.1481481481483,1293.2777777777778,748.0277777777778,366.8425925925926,644.5092592592594,1197.212962962963,759.6018518518518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,370.8703703703704,641.0740740740741,1199.5277777777778,757.2870370370371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,433.97222222222223,624.8333333333333,1273.6018518518517,742.2407407407408,347.1666666666667,639.8796296296297,1178.6944444444443,753.8148148148149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
