Track 01_x,Track 01_y,Track 01_z,Track 02_x,Track 02_y,Track 02_z,Track 03_x,Track 03_y,Track 03_z,Track 04_x,Track 04_y,Track 04_z,Track 05_x,Track 05_y,Track 05_z,Track 06_x,Track 06_y,Track 06_z,Track 07_x,Track 07_y,Track 07_z,Track 08_x,Track 08_y,Track 08_z,Track 09_x,Track 09_y,Track 09_z,Track 10_x,Track 10_y,Track 10_z
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.687393698589719,14.722206748549628,-3.8477862139883765,1.7542118566398133,14.783204379417434,-3.8598136744367952,1.5586477481117262,14.951731762774363,-3.8132282579220385,1.482499105592322,14.83181744248492,-3.8912943339477346,1.277611818524186,14.658100882103321,-3.994680534170579,1.3313131219572392,14.814619315794467,-3.675806256701984,1.3004231846479453,14.942858810000802,-3.636856010889997,1.4136240450704727,14.994512274478021,-3.72608791150659,1.432961145044715,14.832915137233854,-3.678114502356125,1.509216943203846,14.828195755209016,-3.6707325828548383
1.6877664071918348,14.676644580920804,-3.833265139128422,1.7462678166896206,14.66990955295815,-3.8245020463941546,1.5601854270790176,14.928065724955827,-3.8020999505053243,1.4914967709451659,14.807906411068704,-3.880387135408817,NaN,NaN,NaN,1.3418585337810125,14.837582071901483,-3.687230837996522,1.2924051528007774,14.921771269458247,-3.6436392992790516,1.415744847999788,14.834195007228256,-3.68258065086898,1.4484846933900126,14.85410667543346,-3.6768084165972543,1.5232955395136911,14.940201212881082,-3.6875024813143975
1.695128961873831,14.676428888103585,-3.838599840061332,1.7536255814522166,14.669616545862452,-3.829815111535244,1.5532095239716548,14.813908085798994,-3.7695375242352043,1.4980155340502979,14.784194092242979,-3.8694140071475505,NaN,NaN,NaN,1.3485575442048015,14.81443925622613,-3.679129344882799,1.291138993892199,14.875989786458753,-3.6294494929608336,1.4377743629513402,14.90159714220843,-3.7009680902467155,1.4697248951006343,14.896718372295982,-3.6712117166554794,1.5378538959308254,14.86884266305415,-3.652481577393979
1.698975031143714,14.653477594228455,-3.832734157268376,1.7668861952049206,14.690398211865883,-3.8309708060024246,1.571643336409318,14.904623983638599,-3.7991082452466722,1.5070847512783354,14.829117230732734,-3.881781974157944,NaN,NaN,NaN,1.357300957181226,14.85860445100098,-3.683387376780911,1.2967177285950864,14.898935060370961,-3.638055635893143,1.4532604478465192,14.991763653789203,-3.717299345702746,1.488580117844811,14.939877275270785,-3.66808561929483,1.5434184676910636,14.821924244788232,-3.630823100578596
1.7129324663653478,14.742721730419516,-3.8570430694796207,1.7659887664590528,14.622468807221889,-3.8105176645168592,1.5713032939655676,14.834931942107781,-3.770904144257743,1.5069756886327863,14.760363670772172,-3.8585471377377654,NaN,NaN,NaN,1.3608176323427246,14.81256122163713,-3.6667691971142116,1.2953998623222205,14.763602552191344,-3.6061118966216235,1.4591019805742185,14.875539735040912,-3.675303511866477,1.4983255903045318,14.868878654333324,-3.632982252048573,1.549860230494581,14.798061510350882,-3.6175929668668747
1.7205634362032132,14.696092509233717,-3.840101360724546,1.7803899227359974,14.666078850593154,-3.822754570075458,1.5792430617851714,14.787799677539681,-3.7490371174495043,1.5326472128817759,14.917023447157638,-3.8886922802084163,NaN,NaN,NaN,1.3660747280975225,14.744132980251932,-3.644533309394632,1.3039328816665559,14.717953169655392,-3.589973162457183,1.46731547997965,14.828829103696917,-3.656278503633236,1.5163602233606357,14.889397679707274,-3.6265568463820914,1.5602502090218224,14.75062179981473,-3.5911300227338567
1.7267684229385494,14.672127345776303,-3.8265812636893277,1.7853923085233632,14.619690830229349,-3.803292429979155,1.5890169380372752,14.786320350797702,-3.741633063596029,1.542461065717035,14.914950904144174,-3.87601833007032,NaN,NaN,NaN,1.3772812085063655,14.787944436541903,-3.64881563417872,1.3099758855978878,14.672224453617547,-3.5712313081117975,1.4746696875201701,14.759473314306968,-3.628977981676434,1.5153758396218684,14.797972467899298,-3.5983796226957705,1.5639098931243698,14.658915044370671,-3.553229155515835
1.737853073910458,14.647947958428412,-3.8157752339860758,NaN,NaN,NaN,1.6046577943660776,14.807412641846803,-3.7428764975634925,1.5469366390930341,14.776493322218007,-3.8297205098009464,NaN,NaN,NaN,1.3951536637414923,14.808167081273519,-3.6398937813591283,1.3359804506780582,14.805971326978295,-3.6039411163568413,1.4959020908233425,14.802547666195277,-3.631020937428813,1.5267343377329932,14.773682015435787,-3.58283328021995,1.5712282038784406,14.658480587946416,-3.5534828720222156
1.7535857954465106,14.66915276487198,-3.82468148183153,1.8060752013141426,14.594216317892766,-3.790168532573841,1.6276853583427813,14.827715297035283,-3.7417711943247856,1.5656328490444253,14.751668509651243,-3.8166311413592378,NaN,NaN,NaN,1.4138271750515505,14.851660076301405,-3.641904883120575,1.3475886149745642,14.782834579043053,-3.596166038529592,1.513883169644345,14.82293281309734,-3.6246049518696437,1.5421181971107145,14.727228962985434,-3.566897244335401,1.580010541230289,14.634551227454718,-3.5379713398146055
1.7635351498341552,14.622500521401856,-3.8078998384073532,1.8196083410105741,14.52537802035364,-3.7727730929146173,1.6345219274973215,14.757948477712423,-3.7140739963530116,1.5901431053114448,14.74958009383978,-3.814839409408638,NaN,NaN,NaN,1.4142327997629505,14.715904252079122,-3.6049055236036978,1.3508479383166483,14.64832820287059,-3.5622588902982764,1.5309182488219628,14.753603855665052,-3.6028807863376615,1.5692546780595336,14.792651442148046,-3.577261538305761,1.5979441387278983,14.655038629357005,-3.5365825254657235
1.7805881537187471,14.620893591691077,-3.8108582637637394,1.8413420359406085,14.567885609185325,-3.787562525702056,1.6521421220647654,14.71131378057066,-3.702933157787187,1.5992075340028689,14.613372270906966,-3.7770409507050675,1.5532593688873682,14.434441450950054,-3.901248410329228,1.4338494885370856,14.715698420271949,-3.610808523941709,1.3665894753426877,14.60453469415542,-3.5618396132088432,1.5520575690124283,14.729346129061614,-3.5928068320111715,1.5931672822644858,14.83611928288746,-3.5843977926878434,NaN,NaN,NaN
1.8025013544434951,14.618694782489023,-3.8139129420508144,1.8607382533541634,14.565561228273166,-3.7879532738671537,1.674125891677444,14.709276790820383,-3.7010252243535673,1.6134375042870504,14.545417311241417,-3.762421294513073,1.6606373379759822,14.555955141017757,-3.9197665532589676,1.4574582577140545,14.75941323673963,-3.6206226123584058,1.379108761068222,14.538261525103117,-3.5505809118466525,1.576789605357856,14.795156709746445,-3.605715476964329,NaN,NaN,NaN,NaN,NaN,NaN
