Ankle_cam_1_x,Ankle_cam_1_y,Ankle_cam_2_x,Ankle_cam_2_y,Base of Tail_cam_1_x,Base of Tail_cam_1_y,Base of Tail_cam_2_x,Base of Tail_cam_2_y,Base of bill_cam_1_x,Base of bill_cam_1_y,Base of bill_cam_2_x,Base of bill_cam_2_y,Breast_cam_1_x,Breast_cam_1_y,Breast_cam_2_x,Breast_cam_2_y,Heel_cam_1_x,Heel_cam_1_y,Heel_cam_2_x,Heel_cam_2_y,Shoulder_cam_1_x,Shoulder_cam_1_y,Shoulder_cam_2_x,Shoulder_cam_2_y,Tip of Bill_cam_1_x,Tip of Bill_cam_1_y,Tip of Bill_cam_2_x,Tip of Bill_cam_2_y,Tip of Tail_cam_1_x,Tip of Tail_cam_1_y,Tip of Tail_cam_2_x,Tip of Tail_cam_2_y,Tip of Wing_cam_1_x,Tip of Wing_cam_1_y,Tip of Wing_cam_2_x,Tip of Wing_cam_2_y,Toe_cam_1_x,Toe_cam_1_y,Toe_cam_2_x,Toe_cam_2_y
NaN,NaN,NaN,NaN,889.664351851852,319.62635201573255,1622.296296296296,447.30368968779567,705.0578703703704,451.7551622418879,1437.6898148148146,573.2497634815516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,797.650462962963,384.1543756145526,1531.4398148148146,517.0766319772943,680.7523148148149,451.1406096361849,1416.8564814814813,572.0671712393566,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,887.3495370370372,317.1681415929204,1618.824074074074,446.12109744560075,704.4791666666667,446.8387413962635,1434.2175925925924,570.8845789971617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,789.5486111111112,379.8525073746313,1523.9166666666665,511.75496688741725,679.0162037037038,444.99508357915437,1412.2268518518517,569.1106906338695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,698.6921296296297,441.3077679449361,1431.324074074074,566.7455061494796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,780.8680555555557,373.09242871189775,1516.3935185185182,504.6594134342479,675.5439814814816,442.5368731563422,1411.0694444444443,563.197729422895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,694.0625000000001,435.1622418879056,1427.2731481481478,559.6499526963103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,772.1875000000001,372.4778761061947,1508.2916666666665,503.47682119205297,670.3356481481482,435.77679449360863,1405.8611111111109,559.0586565752128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,690.5902777777779,431.47492625368733,1420.9074074074072,553.1456953642385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,760.0347222222224,372.4778761061947,1496.7175925925924,502.29422894985805,663.9699074074075,430.2458210422812,1401.810185185185,553.7369914853358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,685.3819444444446,425.3294001966568,1418.0138888888887,547.8240302743613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,749.6180555555557,371.24877089478855,1486.3009259259256,496.3812677388836,657.6041666666669,426.55850540806296,1397.1805555555552,547.8240302743613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,679.5949074074075,421.6420845624385,1412.8055555555552,541.3197729422895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,739.7800925925926,368.7905604719764,1474.7268518518517,491.65089877010405,650.6597222222223,421.02753195673546,1391.3935185185182,543.0936613055818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,673.2291666666669,413.6529006882989,1404.1249999999998,534.8155156102176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,730.5208333333335,365.71779744346117,1468.9398148148148,487.51182592242196,641.400462962963,414.882005899705,1383.87037037037,538.3632923368023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,665.1273148148149,408.73647984267456,1397.7592592592591,529.4938505203406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,722.4189814814815,362.0304818092429,1462.574074074074,482.19016083254496,637.9282407407408,409.96558505408063,1379.8194444444441,531.8590350047303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,656.4467592592594,406.27826941986234,1390.8148148148148,526.5373699148533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,714.3171296296298,357.7286135693215,1452.1574074074072,476.2771996215705,633.877314814815,406.27826941986234,1370.5601851851848,526.5373699148533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,650.0810185185186,401.36184857423797,1384.449074074074,521.2157048249763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,708.5300925925927,352.81219272369714,1442.3194444444443,473.3207190160832,628.6689814814815,401.976401179941,1364.7731481481478,524.1721854304636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641.9791666666667,398.28908554572274,1377.5046296296293,518.259224219489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,698.6921296296297,351.58308751229106,1434.2175925925924,476.2771996215705,622.8819444444446,399.5181907571288,1357.8287037037035,521.8070009460738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,635.0347222222223,396.44542772861354,1368.824074074074,517.6679280983917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,690.5902777777779,352.19764011799407,1425.537037037037,478.6423841059602,611.8865740740741,397.0599803343166,1348.5694444444443,520.0331125827814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,627.5115740740742,397.6745329400197,1358.9861111111109,518.8505203405866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,685.3819444444446,355.27040314650935,1418.0138888888887,479.2336802270577,607.2569444444445,398.28908554572274,1338.1527777777774,520.0331125827814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,617.6736111111112,397.0599803343166,1351.4629629629626,517.6679280983917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.4189814814816,400.13274336283183,1331.208333333333,520.6244087038789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,611.8865740740741,397.6745329400197,1343.3611111111109,517.6679280983917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,588.1597222222224,398.90363815142575,1322.5277777777774,520.6244087038789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,603.7847222222224,397.6745329400197,1336.9953703703702,517.6679280983917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,584.1087962962964,398.90363815142575,1317.3194444444443,521.8070009460738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,592.2106481481482,400.13274336283183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1300.537037037037,522.3982970671713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1317.8981481481478,518.8505203405866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1297.0648148148146,522.3982970671713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,580.0578703703704,404.4346116027532,1308.6388888888887,520.0331125827814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,574.2708333333334,406.27826941986234,1304.0092592592591,523.5808893093662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,547.0717592592594,407.5073746312684,1282.0185185185182,525.3547776726584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,569.0625000000001,410.58013765978365,1298.8009259259256,526.5373699148533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532.6041666666667,412.4237954768928,1272.7592592592591,528.3112582781456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,562.6967592592594,414.882005899705,1293.5925925925922,531.8590350047303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,530.8680555555557,415.496558505408,1266.972222222222,531.8590350047303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,555.1736111111112,416.1111111111111,1286.6481481481478,533.6329233680227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,526.8171296296298,417.3402163225172,1263.4999999999998,535.406811731315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,547.650462962963,419.7984267453294,1280.8611111111109,536.5894039735099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,523.3449074074074,417.95476892822023,1255.9768518518517,535.406811731315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,540.7060185185186,419.7984267453294,1275.074074074074,537.7719962157048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,518.1365740740741,421.02753195673546,1243.824074074074,535.9981078524125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,535.4976851851853,421.02753195673546,1266.972222222222,540.7284768211921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,512.3495370370372,421.6420845624385,1238.0370370370367,540.1371807000946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,529.7106481481483,422.8711897738446,1258.87037037037,543.0936613055818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,501.9328703703705,424.7148475909538,1230.5138888888887,541.9110690633869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,520.4513888888889,427.17305801376597,1251.9259259259256,544.2762535477767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,496.14583333333337,428.40216322517205,1224.1481481481478,543.6849574266793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,512.9282407407409,430.86037364798426,1243.824074074074,547.8240302743613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,485.72916666666674,431.47492625368733,1217.2037037037035,544.8675496688742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,503.6689814814815,435.1622418879056,1236.3009259259256,550.1892147587512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.5208333333334,432.0894788593904,1214.3101851851848,547.8240302743613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,496.14583333333337,436.3913470993117,1229.3564814814813,551.9631031220435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,468.9467592592593,437.00589970501477,1204.472222222222,550.7805108798486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,487.4652777777778,437.6204523107178,1218.3611111111109,555.5108798486282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,463.1597222222223,438.84955752212386,1194.0555555555552,553.1456953642385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,478.7847222222223,441.3077679449361,1209.1018518518517,557.876064333018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,453.32175925925935,441.3077679449361,1184.796296296296,554.9195837275307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
