Ankle,Base of Bill,Base of Tail,Breast,Heel,Shoulder,Tip of Bill,Tip of Tail,Tip of Wing,Toe
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,NaN,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,NaN,13.906757128618851,NaN,NaN,11.381913270629175,NaN,NaN,NaN,NaN
NaN,NaN,13.906757128618851,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,13.326727819946594,NaN,NaN,NaN,NaN,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,NaN,NaN,NaN,NaN,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,NaN,NaN,NaN,NaN,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,NaN,NaN,NaN,NaN,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,NaN,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,11.381913270629175,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,NaN,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,NaN,13.117670507419387,NaN,NaN,NaN
NaN,13.326727819946594,13.906757128618851,NaN,NaN,NaN,NaN,NaN,NaN,NaN
