Track 02,Track 03,Track 04,Track 05,Track 06,Track 07,Track 1
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,NaN,NaN,3.295445330270384,3.5712941106066864,2.5511643348333766,1.8230605823207586
3.0654903602065837,NaN,NaN,3.295445330270384,3.5712941106066864,NaN,NaN
NaN,NaN,NaN,3.295445330270384,3.5712941106066864,NaN,NaN
3.0654903602065837,NaN,NaN,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,NaN,2.5511643348333766,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,3.295445330270384,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,NaN,NaN,NaN,NaN,NaN
NaN,5.922824498486891,NaN,NaN,NaN,NaN,NaN
3.0654903602065837,5.922824498486891,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,5.922824498486891,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,4.809503786376719,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
3.0654903602065837,NaN,NaN,NaN,NaN,NaN,1.8230605823207586
