Track 02,Track 03,Track 04,Track 05,Track 06,Track 07,Track 08,Track 1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,NaN,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,NaN,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,NaN,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,NaN,NaN,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,NaN,NaN,4.742928386162755,3.8622309658640104,NaN,4.578830677242457,3.121813752814664
3.4399658253909897,NaN,NaN,4.742928386162755,3.8622309658640104,NaN,4.578830677242457,3.121813752814664
3.4399658253909897,NaN,NaN,4.742928386162755,3.8622309658640104,NaN,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,NaN,4.742928386162755,3.8622309658640104,NaN,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,NaN,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,2.9765008645767876,NaN,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,NaN,NaN,4.742928386162755,3.8622309658640104,5.32454694877388,4.578830677242457,3.121813752814664
3.4399658253909897,NaN,NaN,4.742928386162755,NaN,NaN,NaN,3.121813752814664
3.4399658253909897,NaN,NaN,4.742928386162755,NaN,NaN,NaN,NaN
3.4399658253909897,NaN,NaN,4.742928386162755,NaN,NaN,NaN,3.121813752814664
3.4399658253909897,2.9765008645767876,NaN,4.742928386162755,NaN,NaN,NaN,3.121813752814664
3.4399658253909897,2.9765008645767876,NaN,4.742928386162755,NaN,NaN,NaN,3.121813752814664
3.4399658253909897,2.9765008645767876,NaN,4.742928386162755,NaN,NaN,NaN,3.121813752814664
3.4399658253909897,2.9765008645767876,3.2010538720463853,4.742928386162755,NaN,NaN,NaN,3.121813752814664
NaN,2.9765008645767876,3.2010538720463853,4.742928386162755,NaN,NaN,NaN,NaN
NaN,2.9765008645767876,3.2010538720463853,4.742928386162755,NaN,NaN,NaN,NaN
NaN,2.9765008645767876,3.2010538720463853,4.742928386162755,NaN,NaN,NaN,NaN
NaN,NaN,NaN,4.742928386162755,NaN,NaN,NaN,NaN
NaN,NaN,NaN,4.742928386162755,NaN,NaN,NaN,NaN
NaN,NaN,NaN,4.742928386162755,NaN,NaN,NaN,NaN
NaN,NaN,NaN,4.742928386162755,NaN,NaN,NaN,NaN
NaN,NaN,NaN,4.742928386162755,NaN,NaN,NaN,NaN
NaN,NaN,NaN,4.742928386162755,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
