Ankle_cam_1_x,Ankle_cam_1_y,Ankle_cam_2_x,Ankle_cam_2_y,Base of Bill_cam_1_x,Base of Bill_cam_1_y,Base of Bill_cam_2_x,Base of Bill_cam_2_y,Base of Tail_cam_1_x,Base of Tail_cam_1_y,Base of Tail_cam_2_x,Base of Tail_cam_2_y,Breast_cam_1_x,Breast_cam_1_y,Breast_cam_2_x,Breast_cam_2_y,Heel_cam_1_x,Heel_cam_1_y,Heel_cam_2_x,Heel_cam_2_y,Shoulder_cam_1_x,Shoulder_cam_1_y,Shoulder_cam_2_x,Shoulder_cam_2_y,Tip of Bill_cam_1_x,Tip of Bill_cam_1_y,Tip of Bill_cam_2_x,Tip of Bill_cam_2_y,Tip of Tail_cam_1_x,Tip of Tail_cam_1_y,Tip of Tail_cam_2_x,Tip of Tail_cam_2_y,Tip of Wing_cam_1_x,Tip of Wing_cam_1_y,Tip of Wing_cam_2_x,Tip of Wing_cam_2_y,Toe_cam_1_x,Toe_cam_1_y,Toe_cam_2_x,Toe_cam_2_y
NaN,NaN,NaN,NaN,478.8811728395063,618.2677810553917,1239.2268518518517,737.1286660359508,658.2793209876544,541.4487053425107,1428.462962962963,667.9470198675497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,585.4591049382717,616.2192723697149,1338.1851851851852,738.9025543992432,449.4637345679013,618.7799082268109,1207.398148148148,737.1286660359508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,463.4490740740742,615.1950180268765,1224.1805555555554,734.763481551561,643.8117283950619,536.3274336283187,1410.5231481481483,664.3992431409649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,575.8140432098767,614.1707636840381,1319.087962962963,735.9460737937559,434.0316358024693,615.1950180268765,1195.2453703703704,733.5808893093661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,450.4282407407409,614.6828908554573,1210.2916666666665,733.5808893093661,625.0038580246915,530.6940347427073,1394.8981481481483,657.8949858088931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,563.2754629629632,613.1465093411996,1303.462962962963,731.8070009460738,419.5640432098767,614.6828908554573,1178.4629629629628,732.3982970671713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,437.4074074074075,613.6586365126188,1196.9814814814813,731.2157048249763,611.9830246913582,525.5727630285153,1377.537037037037,650.2081362346263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,550.2546296296298,608.5373647984268,1288.4166666666667,725.3027436140019,406.06095679012356,613.6586365126188,1166.3101851851852,730.0331125827815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,425.8333333333334,614.1707636840381,1183.0925925925926,727.6679280983917,596.0686728395063,520.9636184857425,1363.0694444444443,644.2951750236518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,536.7515432098767,601.8797115699772,1272.7916666666665,718.2071901608325,393.52237654321,613.6586365126188,1153.5787037037037,726.4853358561968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,415.22376543209884,612.6343821697805,1170.9398148148148,724.120151371807,580.1543209876544,516.8666011143888,1349.1805555555557,637.7909176915799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,516.0146604938273,600.8554572271387,1260.0601851851852,713.476821192053,383.39506172839515,610.5858734841036,1144.898148148148,721.7549668874171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,402.20293209876553,609.049491969846,1157.6296296296296,720.5723746452223,566.1689814814815,511.74532940019674,1334.712962962963,634.2431409649953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,498.65354938271616,595.7341855129466,1246.1712962962963,706.972563859981,370.37422839506183,607.0009832841693,1133.9027777777778,722.3462630085146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,390.62885802469145,603.4160930842347,1148.3703703703702,718.79848628193,555.5594135802471,505.59980334316623,1320.824074074074,626.5562913907285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.32793209876553,590.1007866273353,1232.2824074074074,702.833491012299,358.317901234568,605.4646017699115,1121.75,718.2071901608325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,380.01929012345687,600.3433300557194,1137.375,714.0681173131504,543.0208333333335,499.966404457555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,464.8958333333334,583.9552605703049,1217.236111111111,696.329233680227,350.6018518518519,601.3675843985579,1111.3333333333333,711.1116367076631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,371.3387345679013,597.2705670272043,1126.9583333333333,710.5203405865657,534.8225308641977,496.38151425762055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,451.8750000000001,578.3218616846937,1202.1898148148148,691.00756859035,344.33256172839515,597.7826941986234,1102.074074074074,707.5638599810786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,361.2114197530865,591.6371681415931,1115.962962962963,703.4247871333964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,438.371913580247,571.1520812848247,1188.8796296296296,685.0946073793755,335.1697530864198,591.6371681415931,1088.763888888889,704.0160832544939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,353.0131172839507,588.0522779416585,1106.7037037037037,699.2857142857142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,423.9043209876544,566.5429367420518,1173.8333333333333,678.5903500473037,324.5601851851853,586.0037692559818,1078.9259259259259,697.511825922422,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,342.8858024691359,583.4431333988857,1096.287037037037,695.7379375591296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,411.3657407407409,560.3974106850214,1158.2083333333333,670.3122043519395,317.8086419753087,582.9310062274665,1069.6666666666665,693.9640491958373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,330.3472222222223,578.8339888561128,1087.0277777777778,689.8249763481551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400.2739197530865,553.7397574565716,1146.0555555555554,664.3992431409649,306.23456790123464,577.8097345132744,1059.8287037037037,692.7814569536424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,320.2199074074075,573.2005899705016,1076.0324074074074,685.685903500473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,383.39506172839515,548.1063585709604,1132.7453703703704,657.8949858088931,295.1427469135803,572.1763356276631,1052.8842592592591,686.8684957426678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,309.6103395061729,566.5429367420518,1064.4583333333333,677.9990539262062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,366.99845679012356,540.4244509996723,1121.75,650.7994323557236,285.4976851851852,566.5429367420518,1040.7314814814813,680.364238410596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,299.00077160493834,559.3731563421829,1051.7268518518517,670.903500473037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,351.0841049382717,530.6940347427073,1110.1759259259259,644.8864711447493,276.33487654320993,561.4216650278597,1029.736111111111,674.4512771996216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,286.46219135802477,555.2761389708294,1038.4166666666665,664.3992431409649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,336.6165123456791,521.4757456571616,1095.7083333333333,636.0170293282875,261.8672839506173,554.7640117994101,1018.7407407407406,668.5383159886471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,274.40586419753095,547.082104228122,1025.1064814814813,659.077578051088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,326.0069444444445,517.8908554572272,1081.8194444444443,630.1040681173131,255.1157407407408,551.6912487708948,1004.8518518518517,663.8079470198676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,261.38503086419763,544.521468371026,1010.6388888888888,653.1646168401135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,316.3618827160495,513.7938380858735,1069.6666666666665,623.0085146641438,243.5416666666667,547.082104228122,990.3842592592591,656.7123935666982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,246.43518518518522,537.8638151425763,997.3287037037037,649.6168401135288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,302.8587962962964,511.2332022287775,1056.9351851851852,618.2781456953642,227.62731481481487,542.4729596853492,975.9166666666665,651.3907284768212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,232.93209876543216,537.3516879711572,981.7037037037037,644.8864711447493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,292.24922839506183,505.59980334316623,1045.361111111111,615.9129612109745,211.71296296296302,540.9365781710915,959.7129629629628,649.6168401135288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,221.35802469135805,534.2789249426419,968.3935185185185,641.929990539262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198.2098765432099,536.8395607997379,945.2453703703703,647.8429517502366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,206.89043209876547,532.7425434283842,955.662037037037,640.7473982970671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,196.2808641975309,529.669780399869,941.773148148148,637.1996215704826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,184.7067901234568,528.6455260570306,929.6203703703702,633.0605487228004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,176.02623456790127,526.0848901999345,916.8888888888888,633.6518448438978,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,166.38117283950618,523.5242543428385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
