Track 02_cam_1_x,Track 02_cam_1_y,Track 02_cam_2_x,Track 02_cam_2_y,Track 03_cam_1_x,Track 03_cam_1_y,Track 03_cam_2_x,Track 03_cam_2_y,Track 04_cam_1_x,Track 04_cam_1_y,Track 04_cam_2_x,Track 04_cam_2_y,Track 06_cam_1_x,Track 06_cam_1_y,Track 06_cam_2_x,Track 06_cam_2_y,Track 07_cam_1_x,Track 07_cam_1_y,Track 07_cam_2_x,Track 07_cam_2_y,Track 08_cam_1_x,Track 08_cam_1_y,Track 08_cam_2_x,Track 08_cam_2_y,Track 1_cam_1_x,Track 1_cam_1_y,Track 1_cam_2_x,Track 1_cam_2_y,Track 5_cam_1_x,Track 5_cam_1_y,Track 5_cam_2_x,Track 5_cam_2_y
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
592.0,417.34513274336285,1354.0,534.3803216650898,689.0,389.7345132743363,1458.0,510.879848628193,713.0,431.1504424778761,1483.0,553.7937559129612,803.0,331.3274336283186,1583.0,452.63954588457904,729.0,370.6194690265487,1496.0,492.48817407757804,733.0,333.4513274336283,1498.0,452.63954588457904,621.0,420.53097345132744,1383.0,539.4891201513718,775.0,348.3185840707965,1540.0,472.05298013245033
578.0,412.0353982300885,1336.0,529.2715231788079,670.0,383.3628318584071,1437.0,501.68401135288553,697.0,427.9646017699115,1464.0,545.6196783349101,787.0,322.83185840707966,1568.0,446.5089877010407,709.0,364.24778761061947,1474.0,483.2923368022706,713.0,327.0796460176991,1482.0,448.5525070955535,603.0,415.2212389380531,1366.0,532.3368022705771,757.0,341.94690265486724,1525.0,464.9006622516556
561.0,407.78761061946904,1320.0,523.1409649952697,653.0,375.92920353982305,1421.0,498.61873226111635,680.0,418.4070796460177,1451.0,539.4891201513718,773.0,317.5221238938053,1550.0,439.35666982024594,693.0,356.8141592920354,1456.0,478.18353831598864,697.0,321.7699115044248,1462.0,443.4437086092715,588.0,412.0353982300885,1350.0,528.2497634815516,740.0,336.6371681415929,1507.0,456.7265846736046
542.0,403.5398230088495,1301.0,515.9886471144749,634.0,370.6194690265487,1402.0,491.4664143803217,671.0,415.2212389380531,1438.0,532.3368022705771,753.0,315.3982300884956,1531.0,437.31315042573317,677.0,349.3805309734513,1440.0,468.98770104068115,678.0,317.5221238938053,1441.0,435.2696310312204,570.0,405.6637168141593,1332.0,522.1192052980133,723.0,329.20353982300884,1489.0,452.63954588457904
526.0,398.2300884955752,1290.0,513.9451277199622,617.0,363.18584070796464,1386.0,482.27057710501424,653.0,405.6637168141593,1418.0,523.1409649952697,735.0,310.08849557522126,1516.0,429.1390728476821,660.0,340.8849557522124,1422.0,461.8353831598865,661.0,312.212389380531,1425.0,427.0955534531693,552.0,401.41592920353986,1314.0,515.9886471144749,706.0,324.9557522123894,1472.0,445.4872280037843
510.0,391.85840707964604,1270.0,506.79280983916743,601.0,355.75221238938053,1368.0,475.11825922421946,634.0,398.2300884955752,1401.0,513.9451277199622,724.0,305.8407079646018,1498.0,426.07379375591296,642.0,336.6371681415929,1403.0,456.7265846736046,644.0,305.8407079646018,1407.0,421.9867549668874,535.0,396.1061946902655,1295.0,510.879848628193,690.0,320.7079646017699,1453.0,440.37842951750235
495.0,388.67256637168146,1252.0,501.68401135288553,585.0,348.3185840707965,1350.0,467.9659413434248,618.0,389.7345132743363,1377.0,504.74929044465466,707.0,301.59292035398227,1482.0,420.96499526963106,626.0,331.3274336283186,1385.0,449.57426679280985,626.0,298.4070796460177,1390.0,415.8561967833491,521.0,391.85840707964604,1280.0,505.7710501419111,675.0,316.46017699115043,1437.0,434.24787133396404
