Ankle_cam_1_x,Ankle_cam_1_y,Ankle_cam_2_x,Ankle_cam_2_y,Base of Bill_cam_1_x,Base of Bill_cam_1_y,Base of Bill_cam_2_x,Base of Bill_cam_2_y,Base of Tail_cam_1_x,Base of Tail_cam_1_y,Base of Tail_cam_2_x,Base of Tail_cam_2_y,Breast_cam_1_x,Breast_cam_1_y,Breast_cam_2_x,Breast_cam_2_y,Heel_cam_1_x,Heel_cam_1_y,Heel_cam_2_x,Heel_cam_2_y,Shoulder_cam_1_x,Shoulder_cam_1_y,Shoulder_cam_2_x,Shoulder_cam_2_y,Tip of Bill_cam_1_x,Tip of Bill_cam_1_y,Tip of Bill_cam_2_x,Tip of Bill_cam_2_y,Tip of Tail_cam_1_x,Tip of Tail_cam_1_y,Tip of Tail_cam_2_x,Tip of Tail_cam_2_y,Tip of Wing_cam_1_x,Tip of Wing_cam_1_y,Tip of Wing_cam_2_x,Tip of Wing_cam_2_y,Toe_cam_1_x,Toe_cam_1_y,Toe_cam_2_x,Toe_cam_2_y
NaN,NaN,NaN,NaN,440.3935185185186,708.4119960668634,1292.560185185185,828.8315988647115,519.0972222222223,646.9567354965584,1374.1574074074074,769.7019867549668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,504.62962962962973,715.1720747295969,1358.5324074074072,836.5184484389783,423.0324074074075,706.5683382497542,1272.8842592592591,823.5099337748345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,424.7685185185186,704.1101278269421,1279.2499999999998,824.101229895932,506.3657407407409,639.5821042281219,1359.1111111111109,761.4238410596026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,493.63425925925935,707.1828908554572,1345.2222222222222,829.4228949858089,407.9861111111112,701.6519174041298,1257.8379629629628,818.779564806055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,409.72222222222234,699.1937069813175,1264.2037037037035,817.5969725638599,489.5833333333334,634.0511307767945,1342.3287037037035,753.1456953642385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,480.9027777777778,697.9646017699115,1330.7546296296296,819.9621570482498,393.5185185185186,697.3500491642085,1243.3703703703702,811.6840113528856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,398.1481481481482,694.8918387413962,1246.8425925925924,811.0927152317881,473.9583333333334,628.520157325467,1327.8611111111109,747.2327341532639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,462.38425925925935,693.0481809242872,1313.9722222222222,814.0491958372754,380.20833333333337,693.0481809242872,1230.060185185185,807.5449385052034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,385.41666666666674,689.3608652900689,1232.9537037037035,806.953642384106,460.0694444444445,622.9891838741396,1312.8148148148148,741.3197729422895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,446.1805555555556,685.0589970501475,1297.7685185185182,804.5884578997162,365.7407407407408,686.9026548672566,1215.0138888888887,802.2232734153265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,370.37037037037044,683.2153392330383,1217.3287037037035,801.0406811731316,446.75925925925935,616.229105211406,1299.5046296296296,734.8155156102176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,429.39814814814827,678.913470993117,1279.8287037037035,796.9016083254494,352.43055555555566,682.6007866273353,1199.3888888888887,795.7190160832545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,356.4814814814816,676.4552605703047,1201.7037037037035,793.9451277199621,431.1342592592593,612.5417895771877,1285.6157407407404,730.6764427625355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,412.6157407407408,674.6116027531957,1264.7824074074072,792.7625354777673,337.962962962963,675.8407079646017,1184.3425925925924,790.9886471144749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,342.59259259259267,672.1533923303834,1187.8148148148146,790.9886471144749,416.66666666666674,605.7817109144542,1270.5694444444443,724.7634815515611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,398.7268518518519,668.4660766961651,1249.1574074074072,786.8495742667928,322.91666666666674,670.3097345132743,1168.7175925925924,785.6669820245979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,328.70370370370375,669.6951819075713,1172.1898148148146,786.2582781456954,403.9351851851852,601.4798426745328,1254.9444444444443,718.8505203405866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,383.68055555555566,667.2369714847591,1233.5324074074072,786.2582781456954,311.34259259259267,665.39331366765,1153.0925925925924,779.7540208136236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,317.1296296296297,662.9351032448378,1157.1435185185182,780.9366130558184,392.3611111111112,594.7197640117995,1241.6342592592591,713.5288552507095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,299.1898148148149,658.6332350049164,1138.046296296296,772.6584673604541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
