Track 01,Track 02,Track 03,Track 04,Track 05,Track 06,Track 07,Track 08,Track 09,Track 10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
NaN,15.554101231486719,NaN,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
NaN,NaN,NaN,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,NaN,NaN,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,NaN,13.669949202583098,NaN,14.169928262436667,11.716411074522782,16.98332267225595,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,11.716411074522782,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,11.716411074522782,NaN,NaN,NaN,NaN
NaN,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,11.716411074522782,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,11.716411074522782,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,14.169928262436667,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,NaN,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,20.166933450091655,NaN,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,13.669949202583098,NaN,14.169928262436667,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,14.169928262436667,NaN,NaN,NaN,NaN,NaN
13.454660680499666,15.554101231486719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13.454660680499666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
