Track 1_x,Track 1_y,Track 1_z,Track 2_x,Track 2_y,Track 2_z,Track 3_x,Track 3_y,Track 3_z,Track 4_x,Track 4_y,Track 4_z
-1.118773361111,0.8722146518991896,1.3294784517162557,-1.1521673535936994,0.9081319055934952,1.2754556893709745,-1.1958174839016271,0.8830278282732951,1.3334645437840904,-1.1018022584247038,0.7981123860555877,1.3255993292350916
-1.118773361111,0.8722146518991896,1.3294784517162557,-1.1520702725498013,0.9076417525504884,1.2727261277275186,-1.1958174839016271,0.8830278282732951,1.3334645437840904,-1.1014827919044667,0.8006509073438687,1.3248360126707583
-1.109262452783086,0.8841882274299396,1.3271824330655984,-1.1381243561370336,0.9268711864834853,1.2792691276644894,-1.1814732794223217,0.8686569509945277,1.3370681133591253,-1.088131973394746,0.8119118911116447,1.32319543617481
-1.0923859054334562,0.8695912379097012,1.3336590051840318,-1.1266981062964911,0.8844537379530271,1.2811965676239667,-1.1680031342810102,0.8732473120373748,1.3459843257554922,-1.0760689204370582,0.8420624966908045,1.327496480262557
-1.0793978580452657,0.8410355937306577,1.334533399434276,-1.1142371485404874,0.8610405255146542,1.2830873652580719,-1.1564419368128203,0.8807564181386376,1.346560886485765,-1.0631686643570657,0.8451418493996509,1.3312345129825744
-1.0675855550915345,0.8262114172490972,1.3352610818764792,-1.0983515580543322,0.8890888335599645,1.286007974948672,-1.141404167731765,0.8468480961789526,1.3475908514121226,-1.0512464352413613,0.8311096897201111,1.3327272147340343
-1.0491045494352753,0.8247050311430445,1.3390101662711733,-1.0836325612048816,0.8989411882071668,1.293355154462164,NaN,NaN,NaN,-1.037501565550102,0.8358502946426789,1.3380308055192174
-1.0348087708885214,0.8106733283245598,1.3453525504762665,-1.0716601549640317,0.851609697462948,1.2964491943640273,NaN,NaN,NaN,NaN,NaN,NaN
-1.0228230042916495,0.8231554017153588,1.3480256225819054,-1.0567279784628052,0.8605810190833768,1.298310763873888,NaN,NaN,NaN,-1.0074866595972993,0.7963197146896424,1.3437195186022206
-1.0121029146472285,0.7915297100044243,1.3510996813938985,-1.0452596111632717,0.819278563435985,1.3035545780521478,-1.0821809263119238,0.8296446976919657,1.3644177110166777,-0.992083438896378,0.7946991172061632,1.347623319891058
-0.9971265983379409,0.7999281766156979,1.3549168039691226,-1.0322393681712039,0.8204887881419828,1.3053535800276426,-1.0691358826736337,0.8267346282340838,1.3674367896004922,-0.9786081110436804,0.7812102578443012,1.349966263260609
-0.9831647088165129,0.7910318280238927,1.3572584949870266,-1.0181916370326274,0.8106125336909519,1.3061656865385005,-1.0540384363586934,0.8216141277562629,1.3698165132522753,-0.9624296511536883,0.7935033222101624,1.3530589609501118
-0.9659806177948287,0.80456137052029,1.3580988644450012,-1.0017178442449113,0.8031718450122214,1.3070955817515486,-1.0389117527532346,0.788926078103066,1.3723861528711783,-0.9479523584044642,0.7535453569130799,1.3548583675619348
-0.9533200157328104,0.7821478004371876,1.3581601526835732,-0.9904382332346915,0.7666703691518596,1.306797324257205,-1.0257839258001626,0.785869358505143,1.3738811204193362,-0.9346912972057609,0.759124692821233,1.3570707489510254
-0.938210883287132,0.761872236723323,1.3591052599493676,-0.9724969016446833,0.743478318907264,1.3100974429674666,-1.0122803116786547,0.7789122438590598,1.3746571572388306,-0.9211711827756205,0.7517193851812654,1.3570809973510007
-0.9245072398636227,0.7566270305380846,1.3598779970680428,-0.9590459238864588,0.7570565421355424,1.3085445339942776,-1.0007385821470403,0.7465442243441652,1.3755010590288255,-0.904668601237741,0.75084662794658,1.3564443205341703
-0.9103201565802502,0.7492158914664012,1.3614570778515873,-0.9487393602685381,0.7619771464363609,1.3079718146292483,-0.9882245464294819,0.7305407147751637,1.3770519800560035,-0.8934633658625663,0.7511656928963821,1.3585791584984424
-0.8953361677519566,0.758168735581846,1.366038012608529,-0.9322570770704508,0.7657490319478378,1.311048244117754,-0.9748149142694925,0.7311413563489313,1.3808375182418136,-0.8793334556002825,0.7523742373832392,1.363930496144171
-0.8793144151812444,0.7391130782242263,1.3670258448015993,-0.921092386145675,0.760652685383637,1.3149880670732608,-0.9613518286312793,0.7247646212591979,1.383907603552866,-0.8641696699969612,0.7390233358233723,1.3640678092243657
-0.8649395520736398,0.7189287133105625,1.3686989256100326,-0.9030973051119003,0.7485307424885563,1.3193356835333265,-0.9484772505169635,0.7052764851220377,1.3862715243444022,-0.8479229572009127,0.7090598626609154,1.3682033553599706
-0.8467235361642447,0.7139562737959609,1.3704801186216469,-0.8897238161535889,0.752992058830901,1.3211366732246883,NaN,NaN,NaN,-0.8308964188468874,0.713535860742388,1.3683253964175042
-0.829262512356739,0.7080921891665806,1.3706927614274032,-0.8721884973751473,0.7669147610566769,1.3242123715137541,NaN,NaN,NaN,NaN,NaN,NaN
-0.8151595852736716,0.6999771852272949,1.37303965543066,-0.8597906008445082,0.7504796210678544,1.323869559263566,NaN,NaN,NaN,-0.79550415697812,0.7140781463230005,1.369462915856308
-0.7985878943206756,0.6939124116529782,1.3755065220043472,-0.8430293608263616,0.7361002256563675,1.3270612399455464,NaN,NaN,NaN,-0.7779869956570808,0.7087101119259088,1.3696746816934515
-0.780740514553539,0.7011603034085476,1.3794880809225722,-0.8225712662756668,0.7260250390274879,1.3304290747791552,-0.8627851409214924,0.6788988106496392,1.3949115929137132,-0.7610388350243081,0.6726824523214464,1.3784932934929015
