Track 1_cam_1_x,Track 1_cam_1_y,Track 1_cam_2_x,Track 1_cam_2_y,Track 2_cam_1_x,Track 2_cam_1_y,Track 2_cam_2_x,Track 2_cam_2_y,Track 3_cam_1_x,Track 3_cam_1_y,Track 3_cam_2_x,Track 3_cam_2_y,Track 4_cam_1_x,Track 4_cam_1_y,Track 4_cam_2_x,Track 4_cam_2_y
693.7337534293553,653.2120160967258,1683.664901977595,777.0602399348261,709.040877002045,636.3774725626287,1703.147505144033,759.7785924524335,NaN,NaN,NaN,NaN,685.8122181895544,651.7065504142201,1676.9914623342481,775.3703119707534
687.7055898491084,654.9902354419314,1677.246024091221,777.6305486936005,703.2266760180105,636.5832849868423,1696.315586419753,760.5998370650689,NaN,NaN,1706.4672925240059,784.3798982678675,679.4165971071164,654.1762995047835,1670.2935028006405,775.0851575913662
680.6727323388203,655.7015231800136,1670.827146204847,778.7711662111496,695.8620214382336,638.2297843805511,1688.2780349794239,761.4210816777043,712.2944881449093,660.9586502199239,1700.048414637632,786.090824544191,674.3776229209533,655.8227988984924,1662.479216678098,777.9367013852388
674.9794667352538,656.768454787137,1664.6873499657065,780.196938108086,689.4664003557957,639.0530340774055,1682.6517489711932,761.4210816777043,707.177991278959,660.9586502199239,1694.7458633401925,787.5165964411274,667.7881951390476,656.4402361711332,1656.6185020861913,779.3624732821752
669.955997085048,658.1910302633015,1659.6638803155008,781.3375556256351,683.846006071229,639.8762837742601,1675.0160751028807,763.4741932092925,701.1312222555632,661.6995749470929,1688.606067101052,788.9423683380637,661.9739941550131,657.8809231406285,1652.1531957304528,779.6476276615625
665.602323388203,659.2579618704249,1653.803165723594,782.4781731431842,679.0008385845337,640.0820961984737,1669.38978909465,763.4741932092925,695.5495893108902,663.9223491285999,1682.4662708619117,789.7978314762256,657.5164400672534,657.8809231406285,1644.8970729023779,782.214017076048
659.9090577846365,659.6136057394659,1647.9424511316874,783.333636281346,673.1866376004992,640.4937210469009,1662.959747942387,765.5273047408809,690.4330924449398,665.8981484010505,1677.7218828589398,790.9384489937747,652.0898524821546,658.4983604132692,1638.4781950160038,781.9288626966606
654.5506901577503,659.9692496085071,1642.0817365397806,783.6187906607333,669.116696911675,641.3169707437553,1657.7353395061727,766.3485493535162,685.5491636183508,666.6390731282195,1672.9774948559675,791.5087577525492,646.8570715965236,659.5274225343373,1633.4547253657981,782.214017076048
649.862118484225,660.3248934775481,1635.9419403006402,785.3297169370569,665.046756222851,642.1402204406097,1652.912808641975,766.3485493535162,681.8280749885688,667.3799978553885,1667.3958619112946,791.7939121319365,642.5933242082316,659.9390473827646,1625.9195208904894,782.7843258348225
644.5037508573388,661.0361812156304,1631.1975522976682,785.0445625576697,660.9768155340269,642.5518452890369,1650.0996656378602,767.1697939661515,676.9441461619799,668.3678974916138,1661.5351473193878,792.3642208907111,638.1357701204719,660.5564846554054,1622.0123778292184,783.0694802142098
639.8151791838134,662.1031128227537,1625.3368377057614,784.7594081782823,656.5192614462671,644.1983446827459,1645.2771347736625,768.4016608851045,672.7579214534751,668.3678974916138,1656.7907593164157,793.2196840288728,633.2906026337765,661.791359200687,1618.6633980624144,783.354634593597
635.4615054869685,662.814400560836,1620.034286408322,786.1851800752188,651.2864805606362,645.6390316522411,1639.2489711934154,770.4547724166929,668.1065606662476,671.5785713093461,1652.0463713134436,794.6454559258092,629.4144686444203,661.9971716249006,1612.523601823274,785.350715249308
630.1031378600823,664.2369760370004,1615.5689800525836,787.6109519721551,647.2165398718121,648.1087807428044,1634.0245627572017,771.686639335646,662.7574957609359,673.801345490853,1646.4647383687704,796.3563822021329,623.4524653254076,663.1131572172249,1607.779213820302,785.6358696286952
625.0796682098766,664.9482637750826,1609.4291838134432,786.7554888339932,642.3713723851166,648.7262180154452,1629.6039094650205,770.4547724166929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620.3910965363511,666.7264831202883,1603.8475508687702,786.7554888339932,638.3014316962925,649.7552801365132,1623.1738683127571,771.2760170293283,NaN,NaN,NaN,NaN,613.219471593507,665.3359313987319,1596.3368662837222,785.9210240080824
616.0374228395061,668.1490585964527,1598.265917924097,788.1812607309296,633.0686508106616,650.3727174091541,1618.3513374485597,771.686639335646,NaN,NaN,1631.673411065387,796.3563822021329,NaN,NaN,NaN,NaN
612.6884430727023,668.8603463345349,1593.8006115683586,787.6109519721551,628.6110967229017,650.5785298333677,1613.9306841563784,772.0972616419635,644.4050276968069,674.4610816227021,1626.3708597679474,797.2118453402946,605.5447262945816,668.0526553983515,1586.2899269833106,786.7764871462443
609.004565329218,670.2829218106995,1589.8934685070874,788.1812607309296,624.3473493346098,651.1959671060085,1609.911908436214,772.0972616419635,640.9165071063862,674.4610816227021,1621.6264717649753,797.7821540990692,599.730525310547,668.2996303074078,1579.0338041552357,787.3467959050188
605.3206875857338,670.2829218106995,1586.2654070930498,789.0367238690915,619.5021818479145,651.6075919544357,1605.9719991222862,772.5884664636415,636.49771435852,675.9429310770402,1617.161165409237,799.2079259960055,596.2420047201264,668.5466052164642,1574.5684977994972,788.4874134225679
600.9670138888889,671.3498534178227,1581.8001007373114,790.4624957660278,615.0446277601548,652.8424664997174,1600.1577981382516,773.2485460455564,632.5440576893766,677.424780531378,1612.4167774062648,800.6336978929419,591.5906439328988,670.0284546708021,1570.3822730909924,789.628030940117
597.2831361454047,672.7724288939872,1577.8929576760404,792.4585764217387,611.7499138692019,654.6947783176399,1594.9896194857765,774.5687052093863,628.8229690595946,678.9066299857161,1608.5096343449936,801.4891610311038,588.1021233424781,672.0042539432528,1565.6378850880203,791.6241115958279
593.26436042524,674.1950043701517,1574.2648962620028,794.1695026980624,608.455199978249,656.1354652871352,1589.4984296675218,776.7139638506101,625.5670165085353,680.8824292581667,1604.881572930956,803.4852416868146,583.4507625552505,672.4982037613654,1562.0098236739827,792.4795747339897
589.5804826817558,675.9732237153572,1569.7995899062644,795.880428974386,604.9666793878283,658.3994019534848,1586.5913291755046,778.03412301444,622.311063957476,683.1052034396737,1601.2535115169185,804.6258592043637,579.4971058861072,673.7330783066471,1558.1026806127118,793.905346630926
585.8966049382716,677.0401553224806,1565.6133651977595,797.0210464919351,603.4162257920858,659.0168392261256,1583.3612175177077,779.5193020737487,619.5202474851394,684.5870528940117,1597.9045317501148,806.3367854806874,NaN,NaN,1555.0327824931414,795.6162729072497
582.2127271947874,678.107086929604,1561.985303783722,797.8765096300968,601.8657721963433,659.84008892298,1580.7771281914702,781.4995408194936,616.4968629734415,685.5749525302369,1593.9973886888436,808.3328661363983,574.8457450988797,675.4619026700414,1550.567476137403,797.042044804186
580.2033393347051,679.1740185367273,1558.6363240169183,799.017127147646,598.9586717043261,662.515650437757,1577.3855109507833,782.3246402968873,614.4037506191892,687.797726711744,1590.369327274806,810.0437924127218,571.1246564690975,677.1907270334357,1548.3348229595338,797.8975079423478
577.1892575445816,680.5965940128917,1553.8919360139462,800.7280534239696,596.0515712123089,663.9563374072522,1574.3169048758764,785.4600183109835,611.8455021862139,690.020500893251,1586.7412658607686,811.7547186890455,NaN,NaN,NaN,NaN
573.170481824417,681.6635256200151,1550.2638745999086,802.4389797002932,592.9506640208239,665.8086492251747,1571.2482988009692,788.1003366386434,NaN,NaN,1582.5550411522638,814.3211081035308,NaN,NaN,NaN,NaN
569.4866040809328,682.7304572271385,1545.240404949703,805.0053691147787,588.6869166325318,667.0435237704564,1567.372164811613,788.7604162205585,NaN,NaN,NaN,NaN,560.1939586191128,682.3772001236186,1534.3807405978512,803.315441150706
565.8027263374486,684.8643204413852,1541.3332618884317,805.5756778735532,583.4541357469009,668.2783983157381,1563.334525239367,790.5756350708247,NaN,NaN,NaN,NaN,557.4031421467763,684.5999743051257,1530.1945158893463,803.8857499094805
561.783950617284,686.2868959175496,1537.4261188271605,806.7162953911022,582.291295550094,669.1016480125925,1559.7814024157901,791.5657544436971,596.7285796277245,695.7009238015465,1570.8336119684504,816.8874975180163,552.286645280826,686.32879866852,1527.9618627114771,804.4560586682551
558.2326388888889,688.5910584871991,1532.4026491769548,807.5717585292641,579.3841950580768,670.953959830515,1554.4517181804254,791.7307743391758,592.774922958581,695.7009238015465,1566.0892239654781,817.7429606561782,546.0073082180687,686.5757735775762,1522.1011481195703,805.311521806417
554.883659122085,690.0136339633636,1527.379179526749,808.9975304262005,576.089481167124,672.8062716484375,1550.0910674423994,792.5558738165696,588.5886982500762,698.1706728921099,1561.9029992569735,819.4538869325017,542.9839237063708,687.5636732138016,1515.96135188043,805.311521806417
551.5346793552812,691.7918533085692,1523.7511181127115,809.8529935643622,573.3761873745746,674.0411461937191,1546.3764390359331,793.8760329803995,584.8676096202942,699.8994972555042,1557.437692901235,820.5945044500509,539.0302670372274,690.0334223043649,1510.1006372885233,807.5927568415151
547.8508016117969,692.8587849156925,1520.123056698674,810.9936110819114,570.4690868825572,675.6876455874279,1541.6927771321275,795.526231935187,581.6116570692349,701.3813467098422,1553.2514681927303,822.0202763469872,536.4720186042523,691.7622466677592,1506.1934942272521,809.588837497226
544.5018218449932,693.925716522816,1516.4949952846366,811.8490742200731,566.7867595926688,677.1283325569232,1537.4936319769915,796.846391099017,578.8208405968983,702.8631961641802,1549.6234067786927,823.1608938645363,532.053225856386,691.7622466677592,1502.286351165981,810.1591462560006
540.4830461248284,694.9926481299392,1512.0296889288982,813.5600004963968,564.0734658001194,678.3632071022049,1534.909542650754,797.6714905764106,575.564888045839,704.5920205275745,1545.7162637174215,824.8718201408599,529.4949774234109,693.9850208492662,1500.3327796353453,811.8700725323242
537.4689643347051,697.4821552132271,1508.4016275148606,816.6966986696568,560.9725586086344,679.8038940717001,1532.5263131572929,799.5512390938713,573.4717756915866,706.8147947090814,1542.3672839506178,826.5827464171837,526.0064568329902,696.2077950307732,1496.704718221308,814.7216163261969
533.7850865912209,699.2603745584327,1504.773566100823,818.977933704755,556.5150045208746,682.479455586477,1528.0610068015546,801.262165370195,570.9135272586115,708.5436190724757,1539.2973858310474,829.149135831669,523.4482084000151,697.4426695760549,1493.9139017489713,816.4325426025205
531.4408007544582,700.6829500345971,1501.4245863340193,819.8333968429167,554.7707442256643,683.9201425559723,1523.595700445816,803.2582460259059,568.5878468649977,709.2845437996448,1535.66932441701,830.8600621079927,NaN,NaN,NaN,NaN
528.7616169410151,701.3942377726793,1497.2383616255145,821.2591687398531,552.0574504331148,684.3317674043996,1520.2467206790122,804.1137091640677,565.7970303926611,711.754292890208,1532.5994262974398,832.285834004929,517.6340074159806,699.9124186666181,NaN,NaN
525.4126371742112,703.528100986926,1493.3312185642433,822.9700950161767,549.3441566405654,685.3608295254676,1516.6186592649747,806.1097898197786,564.1690541171315,713.4831172536024,1528.9713648834022,833.7116059018654,NaN,NaN,1481.6343092706907,819.8543951551678
522.0636574074074,704.2393887250082,1489.424075502972,823.5404037749513,545.8556360501448,687.21314134339,1513.269679498171,807.8207160961023,560.9131015660722,716.4468161622783,1525.0642218221312,836.2779953163508,NaN,NaN,NaN,NaN
519.049575617284,704.2393887250082,1486.354177383402,824.3958669131131,542.3671154597241,689.0654531613126,1508.5252914951989,809.5316423724258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
515.7005958504801,705.3063203321316,1481.0516260859627,826.391947568824,539.0724015687713,690.5061401308078,1503.7809034922268,809.8167967518132,NaN,NaN,NaN,NaN,503.4473570149366,703.8640172115195,1470.191961734111,823.8465564665896
511.6818201303155,706.0176080702138,1476.8654013774578,827.2474107069859,535.0024608799472,690.5061401308078,1500.1528420781892,810.9574142693622,550.912675873533,717.1877408894474,1518.7040680727023,838.0729221416307,500.1914044638773,705.83981648397,1466.842981967307,824.4168652253641
509.00263631687244,706.3732519392549,1472.9582583161866,827.8177194657603,530.932520191123,690.3003277065942,1496.8038623113853,810.9574142693622,546.7264511650282,717.4347157985037,1512.341006515775,838.0729221416307,497.40058799154076,706.0867913930264,1463.2149205532696,824.9871739841386
504.9838605967078,708.1514712844605,1469.0511152549154,827.5325650863731,530.6517864797668,690.035442361541,1493.7339641918152,811.5277230281367,541.3773862597164,717.6816907075599,1507.6524348422497,838.4151073968955,492.7492272043132,705.83981648397,1457.91236925583,825.272328363526
501.634880829904,708.5071151535017,1465.7021354881117,827.8177194657603,525.3027215744551,691.0233419977662,1490.3849844250112,810.672259889975,537.8888656692958,717.6816907075599,1503.6336591220852,838.4151073968955,488.330434456447,706.0867913930264,1454.2843078417925,825.8426371223004
498.28590106310014,708.5071151535017,1461.2368291323733,826.9622563275985,519.9536566691434,691.0233419977662,1486.47784136374,810.672259889975,534.1677770395138,718.1756405256726,1498.6101894718795,838.7572926521602,484.60934582666493,706.5807412111391,1448.7026748971196,825.5574827429132
495.27181927297664,708.8627590225428,1457.8878493655693,827.2474107069859,515.5348639212772,691.7642667249353,1482.2916166552354,810.9574142693622,531.3769605671772,718.422615434729,1494.9263117283951,837.3885516311013,481.35339327560564,706.3337663020827,1443.6792052469136,825.8426371223004
490.5832475994513,708.1514712844605,1453.4225430098309,826.9622563275985,513.6743196063861,691.0233419977662,1477.5472286522631,810.1019511312004,527.6558719373952,718.422615434729,1490.9075360082306,837.0463663758366,479.0277128819919,706.3337663020827,1442.2837970107455,825.272328363526
488.2389617626886,708.1514712844605,1449.5153999485597,826.391947568824,511.116071173411,690.77636708871,1475.5936571216278,810.1019511312004,524.6324874256973,718.1756405256726,1487.2236582647463,836.7041811205718,474.8414881734871,705.5928415749138,1436.7021640660723,824.9871739841386
484.8899819958848,708.5071151535017,1445.8873385345223,825.8216388100495,507.39498254362894,690.2824172705973,1472.8028406492913,809.5316423724258,523.0045111501676,717.1877408894474,1483.5397805212622,836.0198106100424,471.5855356224278,705.83981648397,1433.074102652035,824.7020196047513
481.8759002057613,707.0845396773373,1441.14295053155,825.5364844306622,504.37159803193106,689.7884674524846,1469.1747792352535,808.1058704754895,520.9113987959151,716.4468161622783,1479.8559027777778,834.9932548442482,470.1401129782047,706.7207953474068,1431.1205311213994,823.8465564665896
478.19202246227707,706.3732519392549,1437.7939707647463,824.3958669131131,501.11564548087176,689.7884674524846,1466.6630444101506,807.8207160961023,518.35315036294,716.199841253222,1475.502229080933,834.9932548442482,468.2795686633136,706.2268455292942,NaN,NaN
474.84304269547323,705.6619642011727,1434.1659093507087,823.2552493955641,498.5573970478966,688.8005678162593,1462.7559013488797,806.6800985785532,516.0274699693263,716.6937910713347,1471.8183513374488,834.3088843337188,NaN,NaN,NaN,NaN
470.48936899862827,704.9506764630905,1429.7006029949703,822.3997862574022,496.4642846936442,688.8005678162593,1458.2905949931412,806.6800985785532,513.4692215363511,715.458916526053,1467.799575617284,833.966699078454,457.34887081332886,702.2752469843929,NaN,NaN
467.47528720850477,704.9506764630905,1424.6771333447646,821.5443231192404,493.2083321425849,688.553592907203,1453.2671253429353,805.539481061004,NaN,NaN,NaN,NaN,NaN,NaN,1412.4220607567445,820.7098582933296
461.7820216049382,703.172457117885,1419.9327453417925,820.118551222304,488.7895393947187,686.8247685438087,1447.6854923982623,804.6840179228423,NaN,NaN,NaN,NaN,450.83696571121027,700.5464226209986,1409.3521626371744,818.1434688788441
458.098143861454,701.7498816417204,1415.1883573388204,818.6927793253676,483.90561056812976,685.0959441804143,1442.3829411008228,802.9730916465187,NaN,NaN,NaN,NaN,449.44155747504203,699.8054978938296,1407.956754401006,816.7176969819077
454.0793681412894,701.0385939036382,1411.8393775720165,818.1224705665932,480.1845219383477,683.6140947260764,1438.4757980395518,802.1176285083568,494.9935270919068,709.6565788994501,1452.7291666666667,828.1495497389537,444.3250606090917,699.5585229847732,1399.0261416895291,813.5809988086478
450.0605924211248,700.327306165556,1407.0949895690444,816.4115442902695,477.39370546601117,682.8731699989073,1433.452328389346,800.1215478526459,491.30964934842257,708.2340034232856,1448.3754929698218,826.7808087178948,438.51085962505726,698.3236484394915,1393.7235903920898,814.1513075674224
447.3814086076817,699.2603745584327,1402.3506015660723,814.7006180139458,472.5097766394222,679.9094710902314,1429.8242669753085,797.2700040587732,486.6210776748972,707.5227156852034,1443.6869212962963,825.0698824415712,435.0223390346366,696.5948240760972,1390.3746106252859,813.2958444292606
443.0277349108367,697.1265113441859,1398.1643768575675,812.9896917376223,467.8584158521947,678.9215714540061,1425.6380422668037,795.2739234030623,482.937199931413,705.7444963399978,1439.6681455761318,823.0167709099828,432.23152256230003,695.6069244398719,1387.5837941529494,811.5849181529369
439.00895919067216,696.0595797370626,1393.699070501829,810.1381479437496,463.9047591830513,676.6987972724992,1422.0099808527661,793.848151506126,478.9184242112483,703.6106331257511,1435.649369855967,820.9636593783944,426.18475353890426,692.1492757130833,1381.1649162665753,809.3036831178388
435.3250814471879,693.925716522816,1389.5128457933242,808.7123760468132,461.81164682879887,674.7229980000485,1418.102837791495,791.5669164710278,475.9043424211249,702.1880576495867,1430.9607981824417,818.2261773362766,424.3242092240132,691.161376076858,1377.2577732053041,806.452139323966
431.6412037037037,690.7249217014459,1385.3266210848194,806.7162953911022,458.0905581990168,672.0062740004289,1413.9166130829904,789.2856814359296,473.5600565843622,700.7654821734222,1427.9467163923184,816.515251059953,420.83568863359255,689.1855768044073,1373.9087934385004,803.8857499094805
428.6271219135802,689.3023462252813,1381.1403963763146,804.4350603560041,454.6020376085961,670.0304747279782,1408.8931434327844,787.0044464008314,469.87617884087797,698.2759750901344,1424.5977366255145,814.4621395283647,417.8123041218946,687.9507022591257,1371.6761402606312,802.174823633157
425.94793810013715,687.1684830110347,1377.512334962277,802.7241340796805,451.11351701817546,668.0546754555276,1406.6604902549152,785.2935201245078,466.52719907407413,696.1421118758876,1421.2487568587107,812.751213252041,414.32378353147396,685.2339782595061,NaN,NaN
422.93385631001365,686.1015514039113,1374.7215184899405,800.4428990445823,448.55526858520034,666.8198009102459,1403.590592135345,783.0122850894097,464.1829132373114,694.363892530682,1417.8997770919068,810.6981017204528,411.300399019776,683.7521288051681,1359.675629429584,798.7529710805097
419.9197745198902,684.6789759277469,1371.3725387231368,798.7319727682586,445.76445211286375,665.5849263649643,1400.7997756630084,781.5865131924733,460.4990354938272,694.008248661641,1414.8856953017832,809.6715459546585,NaN,NaN,1358.838384487883,795.3311185278624
416.90569272976677,683.2564004515824,1368.3026406035665,795.880428974386,442.2759315224431,664.1030769106262,1397.4507958962047,780.1607412955369,457.1500557270234,692.5856731854765,1411.2018175582991,807.6184344230702,NaN,NaN,1356.0475680155466,794.1905010103134
413.89161093964333,680.7668933682946,1364.3954975422953,794.7398114568368,439.0199789713838,662.8682023653446,1394.6599794238682,779.0201237779878,NaN,NaN,NaN,NaN,403.85822176021196,677.8247309878161,1353.5358331904436,791.6241115958279
410.5426311728395,678.2773862850067,1359.6511095393232,792.743730801126,435.53145838096316,661.633327820063,1390.752836362597,776.4537343635025,NaN,NaN,NaN,NaN,399.90456509106855,675.6019568063092,1346.5587920096023,789.3428765607298
407.528549382716,676.8548108088423,1355.7439664780522,791.0328045248024,432.0429377905425,658.9166038204434,1386.008448359625,774.1724993284042,NaN,NaN,NaN,NaN,NaN,NaN,1343.7679755372658,785.9210240080824
404.1795696159122,674.7209475945956,1351.5577417695474,789.0367238690915,429.01955327884457,656.1998798208238,1382.1013052983537,771.3209555345315,445.42862654320993,683.6945764594486,1396.8012045610426,798.3794325309225,391.99725175278166,672.8852328066896,1338.74450588706,783.6397889729843
400.8305898491083,672.2314405113078,1347.9296803555098,786.7554888339932,426.22873680650804,654.7180303664857,1379.0314071787834,769.6100292582079,441.7447487997257,682.6276448523253,1392.782428840878,797.3528767651284,389.4390033198065,671.6503582614079,1335.6746077674898,781.3585539378861
397.1467121056241,670.0975772970611,1344.580700588706,785.0445625576697,423.4379203341715,653.2361809121477,1373.728855881344,767.613948602497,437.3910751028807,680.8494255071197,1388.7636531207133,795.6419504888047,384.3225064538562,669.6745589889572,1331.488383058985,780.2179364203371
393.79773233882025,668.6750018208967,1341.5108024691358,783.6187906607333,420.647103861835,650.7664318215844,1371.7752843507085,765.3327135673989,434.37699331275724,679.0712061619141,1384.4099794238684,793.5888389572165,381.9968260602424,667.4517848074503,1329.3415124845994,779.6594875490395
392.12324245541834,666.8967824756911,1338.1618227023318,782.193018763797,418.7865595469439,648.2966827310211,1370.658957761774,763.6217872910752,431.6978094993142,676.5816990786262,1381.3958976337449,791.535727425628,379.43857762726725,664.9820357168869,1327.2096387904535,778.273320427018
390.113854595336,665.4742069995266,1335.0919245827617,779.6266293493115,417.3911513107757,646.8148332766832,1368.7053862311384,760.4850891178153,430.0233196159122,674.8034797334207,1378.3818158436216,789.140430638775,377.8106013517376,664.241110989718,1322.558278003226,776.6891294304221
387.7695687585733,664.0516315233622,1332.3011081104253,776.2047767966642,416.89484739369004,644.9562946878375,1365.0773248171008,758.4890084621043,428.6837277091907,672.3139726501329,1375.367734053498,787.0873191071867,375.0197848794011,661.277412081042,1319.0697574128053,774.5108668101026
385.09038494513027,661.9177683091154,1329.231209990855,775.0641592791152,415.77852080475543,642.2889656700291,1363.1237532864652,756.7780821857807,426.33944187242804,670.8913971739685,1373.3583461934156,784.6920223203335,374.08951272195554,659.3016128085914,1315.7750435218525,772.7286519389322
383.41589506172835,660.1395489639099,1327.2776384602196,774.4938505203406,415.2203575102881,640.8071162156912,1360.6120184613624,755.067155909457,424.99984996570646,667.3349584835573,1371.6838563100137,782.6389107887452,371.9964003677032,657.572788445197,1314.22458992611,771.7385325660597
380.73671124828525,658.0056857496631,1324.7659036351165,772.2126154852424,413.5458676268862,638.1397871978828,1358.6584469307268,752.7859208743589,423.66025805898494,665.5567391383518,1370.3442644032923,781.9545402782157,368.0427436985597,656.0909389908591,1312.4803296308996,769.7582938203147
380.4018132716049,656.9387541425399,1323.0914137517148,770.786843588306,410.47596950731605,637.25067752528,1356.146712105624,752.2156121155843,422.6555641289438,664.1341636621872,1368.33487654321,780.9279845124215,NaN,NaN,1310.5422626362215,768.5701505728678
378.727323388203,655.1605347973342,1320.579678926612,768.7907629325953,408.8014796239141,635.768828070942,1354.1931405749883,751.3601489774226,421.6508701989026,663.7785197931461,1365.655692729767,780.2436140018921,366.6473354623915,653.6211899002958,1307.6351621442043,765.7978163288249
