Ankle,Base of Bill,Base of Tail,Breast,Heel,Shoulder,Tip of Bill,Tip of Tail,Tip of Wing,Toe
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,2.1713182333942225,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,4.640089543278785,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,4.502235415217487,NaN,NaN,NaN,NaN,5.293474907910342,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
