,date,gopro_vid_id,usable_landings,sex,start_frame,impact_frame,end_frame,rsv_match,rsv_vid_id,number_of_conspecifics,notes,descent_start,tau_dot,pearson_coef,tau_pvalues,tau_r2values,distance_after_impact,time_skim,vert_impact_speed,horz_impact_speed,impact_speed,impact_angle,mean_angle
20,20170317,A11b,1.0,Male,66.0,109.0,125.0,0.0,,12.0,,33,0.8625320875631621,0.9993166087138058,9.534537003567334e-13,0.9986336844512612,2.079440888107336,0.567233900567234,-0.5058417152305316,4.7927215019217595,4.819341784502375,6.024905050063048,7.5510233272876075
21,20170317,A11c,1.0,Female,206.0,291.0,310.0,0.0,,13.0,,22,0.6771135276526966,0.9708593101250628,1.4933488113521808e-39,0.9425678000565132,1.2824809895274925,0.6673340006673341,-1.5649474538568744,4.950489144998793,5.191955634256132,17.542774863523395,9.53644536313981
22,20170317,A11d,1.0,Male,264.0,345.0,369.0,0.0,,14.0,,23,1.069531438967121,0.9970527806051185,3.815936460544933e-64,0.9941142473123981,1.7459039520976285,0.8341675008341676,-0.8962649445706771,5.047632518040411,5.126586085110174,10.068582554063237,6.513894550995638
23,20170317,A12,1.0,Male,36.0,77.0,100.0,0.0,,13.0,,5,0.9193274814553177,0.997641370507541,3.7843334661580455e-41,0.9952883041481645,1.980645455250579,0.800800800800801,-1.6483912716018931,4.648925951822284,4.932515209284208,19.523216020674703,13.107979555928129
24,20170522,B01,1.0,Male,86.0,131.0,150.0,0.0,,23.0,,15,0.5689269146855113,0.9935724209323097,4.837369012531903e-28,0.9871861556372914,0.7322227676816593,0.6673340006673341,-1.7808541228231667,2.1411317131271588,2.784939212933581,39.751481713459135,19.853516520172658
25,20181018,A01a,1.0,Male,108.0,139.0,162.0,0.0,,10.0,,1,0.896190433532011,0.9981010845148061,1.9185709949499007e-35,0.9962057749096318,1.7064407778227502,0.800800800800801,-1.4123549438079717,5.114567891899782,5.305992009808439,15.437147489706192,15.19626191309881
26,20181018,A01b,1.0,Male,83.0,142.0,169.0,1.0,A02,9.0,,3,0.841078680173569,0.9996205924356204,6.2422105017702e-86,0.9992413288213414,1.7938674170983349,0.9342676009342678,-0.7298972819225968,4.985296305794398,5.038445127092809,8.329495376356036,9.006558992347381
27,20181018,A02a,1.0,Male,51.0,79.0,104.0,1.0,A03,6.0,,1,0.9993300644526587,0.9994394021804882,2.08137045216309e-38,0.9988791186308918,2.3618929230412418,0.8675342008675343,-0.7840198019926392,5.084059587862112,5.144156776659246,8.766602746709653,5.740059970563292
28,20181025,A01a,1.0,Female,79.0,112.0,132.0,0.0,,32.0,,1,0.7449311654207228,0.9967724794520105,1.9908609464119472e-34,0.9935553757929083,1.7451990900731331,0.7007007007007008,-1.3450038289064838,5.46051960752518,5.623727383501093,13.837316428584078,12.256908816447849
29,20181025,A01b,1.0,Male,74.0,115.0,144.0,0.0,,34.0,,2,0.768394831514901,0.9985762156121368,1.0412225291071569e-48,0.9971544583862568,3.103587463187368,1.001001001001001,-1.3416699794953695,6.219688189500394,6.362750938744168,12.172942349097372,8.630268959822283
30,20181025,A03a,1.0,Male,2.0,15.0,37.0,1.0,B02,15.0,,1,0.9083877631594385,0.9999448520484594,4.0165906328764895e-21,0.9998897071382149,1.935722712089491,0.7674341007674342,-1.0512023347840866,4.3086258565218625,4.4350065524353255,13.710951982997646,13.782929325042026
31,20181025,A04a,1.0,Female,45.0,71.0,102.0,0.0,,2.0,,1,0.8902676647342003,0.999462835568646,1.1838820246594666e-35,0.9989259596829185,3.9816036679921045,1.0677344010677345,-0.9608996925434844,6.842201240749036,6.90934483421097,7.994177987180473,5.233043318329958
32,20181025,A04b,1.0,Male,104.0,127.0,153.0,0.0,,2.0,,7,0.911875358516397,0.999931620838117,1.8738109320029536e-28,0.9998632463519441,3.5327187913420826,0.900900900900901,-0.8672002850872792,7.264273882095286,7.315853427218672,6.807683843842171,4.024606208131817
33,20181025,A04c,1.0,Male,97.0,137.0,167.0,0.0,,3.0,,1,0.8441157172922542,0.9998698344111776,6.333885849788477e-68,0.9997396857654359,3.1112167553891688,1.034367701034368,-1.2697202941072652,6.347708129747091,6.473452566113785,11.311483136048915,4.662251157193751
34,20181025,A04f,1.0,Male,176.0,183.0,198.0,0.0,,6.0,,5,0.971375154954673,0.9999999999999998,,0.9999999999999996,1.4451052274896687,0.5338672005338673,-1.202693398305068,4.644413406918227,4.797608498480089,14.51811124357378,19.067954959189173
35,20181025,A04g,1.0,Male,163.0,199.0,231.0,0.0,,6.0,,1,0.7722790649112435,0.9961095725928665,2.132982288047474e-36,0.9922342806111429,3.435372345500613,1.1011011011011012,-1.0240409884586967,6.082646803839022,6.168245462552259,9.556388683977136,7.911082399871456
36,20181025,A04h,1.0,Male,188.0,202.0,240.0,0.0,,7.0,,4,0.9716160652859651,0.9978070889618599,1.0090642249669049e-10,0.9956189867825407,3.538705151350114,1.3013013013013015,-1.2914980176420747,6.514603112018947,6.641386966342223,11.21330235088507,11.448471638676068
37,20181025,A04i,1.0,Female,198.0,210.0,242.0,0.0,,8.0,,9,0.9375806934894013,0.9999848424209281,0.003505182143656496,0.9999696850716087,1.9879419820588142,1.1011011011011012,-1.2710043993317293,5.067070564063872,5.2240459688179595,14.081323571850183,15.889409409343555
38,20181025,A04j,1.0,Male,167.0,215.0,236.0,0.0,,9.0,,11,0.7881124129889744,0.998229847926777,1.6943865598757177e-44,0.9964628292919162,2.4113314653059605,0.7340674007340675,-1.1644684445293347,5.579763218053689,5.699977572574248,11.788145127669965,8.958165254233325
39,20181025,A04l,1.0,Male,198.0,232.0,267.0,0.0,,7.0,,1,0.9029955014511711,0.9982674377632423,1.0310337802375918e-39,0.9965378772983896,2.549601114541674,1.2012012012012014,-1.3819710580388311,4.940050724780665,5.129711996658579,15.62887553178343,8.888866607633819
40,20181101,A01a,1.0,Male,3.0,21.0,39.0,0.0,,4.0,,1,0.9102872011029082,0.9998832950385371,1.1679144718256788e-28,0.9997666036971218,1.884103067348122,0.6339673006339673,-1.6785604057084436,4.6989206713848874,4.989731506963105,19.657873294098614,11.233115245240514
41,20181101,A01b,1.0,Male,3.0,44.0,62.0,1.0,A01,5.0,,11,0.8415344299266839,0.9997667399376989,3.451874473180123e-48,0.9995335342856552,1.3660480001175626,0.6339673006339673,-1.147808422617731,4.454079425794323,4.59959647211758,14.450616555659076,5.1977410219629085
42,20181101,A02a,1.0,Male,27.0,81.0,94.0,0.0,,9.0,,24,1.1448307290155089,0.9992461390988403,4.666536919315267e-41,0.9984928465039395,1.7174308755514731,0.4671338004671339,-1.1197689040231025,5.392557393223638,5.507590910518683,11.73080474823578,1.0608438607731867
43,20181101,A02b,1.0,Male,448.0,568.0,576.0,0.0,,12.0,,48,1.4544229488352418,0.9879636071474404,1.756381207690305e-58,0.9760720890477819,0.5610133630362719,0.30030030030030036,-1.3842472921388445,2.89226124387955,3.2064490746995196,25.57595499810061,2.0683885758349776
44,20181101,A03a,1.0,Male,38.0,88.0,104.0,0.0,,10.0,,22,1.2407999777574963,0.997253113741857,6.337920217352282e-31,0.9945137728678294,0.982637151452142,0.567233900567234,-1.3479992064187318,3.2839039828418763,3.5498066467105316,22.317502353923,2.012346807040204
45,20181101,A03b,1.0,Female,73.0,96.0,114.0,0.0,,12.0,,3,1.1599791843131664,0.9970428919623008,1.624514297179206e-21,0.9940945284125478,0.8930726173479056,0.6339673006339673,-1.7114076939133005,3.1464718032791064,3.581787417423892,28.54235506040539,18.657083221206154
46,20181101,A03c,1.0,Male,239.0,326.0,346.0,0.0,,4.0,,48,1.0445018640661272,0.9984170201728424,7.388318025639894e-48,0.9968365461708182,0.8900526445541413,0.7007007007007008,-1.4490786826864752,2.775001931620613,3.13056939694914,27.57312022299899,2.3257469786493674
47,20181101,A04a,1.0,Female,101.0,208.0,217.0,0.0,,4.0,,63,0.5830914760005586,0.972904835285576,2.438153567295739e-28,0.9465438185220552,0.3233634312966863,0.33366700033366703,-1.5194395521445412,0.8790669571450229,1.7554074363991437,59.94860763816322,7.427872244555809
48,20181101,A04b,1.0,Male,176.0,213.0,226.0,0.0,,4.0,,17,0.8133537167248122,0.9988684209391203,2.8769977273349274e-25,0.997738122349411,0.5507390611343008,0.4671338004671339,-1.5406640473400328,1.7609997932163566,2.339821783485704,41.1820409533441,5.572362357552892
49,20181101,A04d,1.0,Male,276.0,349.0,369.0,0.0,,3.0,,29,1.0167009865538983,0.9996019675914954,1.013905314116195e-66,0.9992040936127897,0.9781008820897117,0.7007007007007008,-1.654521536604683,3.8005193232500525,4.145043864844587,23.525462858409963,3.480330821883389
50,20181101,A05a,1.0,Male,151.0,174.0,182.0,0.0,,23.0,,1,0.9834452398536161,0.9984432200117476,1.4990089162994253e-26,0.9968888635874266,0.5396125027146417,0.30030030030030036,-2.037178796976159,3.2161894597936436,3.807094967575271,32.350734035045264,30.84071052364099
51,20181101,A06b,1.0,Male,29.0,78.0,97.0,0.0,,32.0,,1,0.7573781135336684,0.9870593270814306,3.21718669577804e-38,0.9742861151784464,1.0326896646212593,0.6673340006673341,-1.291636802403076,3.639318754880284,3.8617310404720606,19.540369160896436,12.309352585503598
52,20181101,A07b,1.0,Male,1062.0,1078.0,1104.0,0.0,,0.0,,1,0.9913594012825646,0.9999897582426006,7.256768459101135e-32,0.9999795165900951,3.4664631353573285,0.900900900900901,-0.53802226824078,6.043646180809294,6.067547043075456,5.087219816388352,3.16044239867582
53,20181101,A07c,1.0,Female,1064.0,1099.0,1122.0,0.0,,3.0,,1,0.9273240456949785,0.9994040628584484,2.3111744698177143e-48,0.9988084808579748,2.2480164308186947,0.800800800800801,-0.9587676605577303,5.205010377574874,5.292576731384579,10.43694259131603,6.471381343783389
54,20181101,A07d,1.0,Male,1099.0,1113.0,1159.0,1.0,A02a,3.0,,7,0.9669636492941388,0.999988717147962,8.212936164238729e-13,0.999977434423227,4.655758875931028,1.568234901568235,-0.7611460874423299,6.08318302719549,6.1306165357807245,7.131954995088897,1.156979581012197
55,20181101,A07e,1.0,Male,1089.0,1125.0,1144.0,1.0,A02b,4.0,,1,0.8117357757199067,0.9981181096880151,1.3527572113087855e-41,0.996239760887176,1.8679105314011768,0.6673340006673341,-1.1121374077578965,4.928489315147217,5.052410963416845,12.71608948016193,6.269138204546636
56,20181101,B01b,1.0,Male,140.0,153.0,182.0,0.0,,9.0,,5,0.9151215134472716,0.9999338701502012,7.229546866131448e-13,0.9998677446735601,3.185251282897314,1.001001001001001,-0.9112324827260186,5.7100854604627775,5.782336950002432,9.06697860834033,6.233294863515891
57,20181101,B01c,1.0,Male,226.0,241.0,263.0,1.0,,12.0,,6,0.9450331335302854,0.9996582090831475,2.4297105109366323e-12,0.9993165349873254,2.3706156171604444,0.7674341007674342,-0.8894274088274453,5.166170588452232,5.242175089079187,9.768494769615316,6.125947770218768
58,20181101,B01d,1.0,Female,267.0,291.0,312.0,1.0,,14.0,,9,0.92312719317328,0.9998127695896728,1.1576371216844709e-23,0.9996255742345723,2.277892678011029,0.7340674007340675,-1.120912731147594,5.335999413987281,5.4524613796817825,11.863407847900898,13.504955658532907
59,20181101,B01e,1.0,Male,287.0,303.0,323.0,0.0,,14.0,,1,0.9064743088238641,0.999966304444323,1.6691942874777162e-28,0.9999326100240362,1.802818148443622,0.7007007007007008,-0.9856053348176381,4.564585711706763,4.6697816432397055,12.184493507075608,10.779026294215585
60,20181101,B01f,1.0,Male,306.0,315.0,339.0,1.0,,15.0,,1,0.963380101880382,0.9999641692265305,1.1499974770632896e-13,0.999928339736905,2.855347986099625,0.8341675008341676,-0.8508781091322312,6.062579536928455,6.121998382732887,7.989231796221489,6.875388310910055
61,20181101,B02a,1.0,Female,192.0,202.0,243.0,0.0,,2.0,,1,1.202819791524606,0.9966989760879943,6.782858744602529e-09,0.9934088489348565,3.8270749852646304,1.4014014014014016,-0.4614444133925603,5.648735513255673,5.66755183878957,4.670114376120051,4.037641781286652
62,20181101,B02b,1.0,Male,179.0,214.0,261.0,0.0,,3.0,,13,0.9281806872041922,0.9988582797341358,6.7587557954190105e-28,0.9977178629934366,5.462046406194142,1.601601601601602,-0.848706144162796,6.36996232871747,6.426252577390604,7.589144860525885,2.2606125231687852
63,20181101,B02c,1.0,Male,197.0,219.0,262.0,0.0,,7.0,,8,1.1123822909357106,0.9993934517378676,7.179920470729797e-19,0.9987872713765298,5.763687394411814,1.468134801468135,-0.7367555464449767,7.230072874807929,7.267514190577878,5.818444098077936,5.1311920877938935
64,20181101,B02d,1.0,Male,251.0,266.0,295.0,0.0,,6.0,,4,1.011288080113664,0.9999655743333578,4.823516046964102e-20,0.9999311498518421,5.65504434943153,1.001001001001001,-1.411894185640741,8.135454643922222,8.257061671972771,9.845520019613716,9.536758949843497
65,20181101,B02e,1.0,Male,239.0,273.0,318.0,1.0,,5.0,,11,0.8919773842959723,0.999880566779573,1.6071861640913897e-39,0.9997611478234398,5.177058195121241,1.5348682015348685,-1.065919071110354,6.467073631045067,6.554328708229027,9.359482866117164,8.13092065526738
66,20181101,B02h,1.0,Male,283.0,303.0,321.0,0.0,,11.0,,14,0.9406860539234936,0.999994756735547,4.1237661111869785e-11,0.9999895134985857,1.5639891769291774,0.6339673006339673,-1.2159669541572287,4.635203993800431,4.792044626017779,14.69935178176159,15.780811367576172
67,20181101,B02i,1.0,Male,287.0,314.0,358.0,0.0,,10.0,,21,0.927619179055591,0.9999424578725639,4.966549381048884e-09,0.9998849190562243,5.7822417044703736,1.5015015015015016,-0.5266860204341143,7.176185421568157,7.195487152990273,4.197616836910245,4.96824816605627
68,20181101,B02j,1.0,Female,291.0,322.0,337.0,0.0,,10.0,,1,0.7564808854927998,0.9705439872936767,7.572206545882047e-19,0.9419556312719084,2.1866939963513827,0.5338672005338673,-1.4852550312458923,8.352632072026552,8.483657527180586,10.082876491911811,10.896913130057273
69,20181101,B02m,1.0,Male,341.0,377.0,402.0,0.0,,11.0,,1,0.8563866197903219,0.9966196942466066,2.105846798763508e-37,0.9932508149601991,3.1834803607156807,0.8675342008675343,-0.7836427352480327,6.936974029089837,6.981096233169538,6.445155798845811,6.381518983370774
70,20181101,B02n,1.0,Male,340.0,382.0,400.0,0.0,,11.0,,2,0.8958755693163489,0.9987956356973949,2.2839554777697386e-51,0.9975927218881626,2.7912529467825706,0.6339673006339673,-1.3366062956944873,6.599029440717689,6.733030963032099,11.450122011073418,7.598091620056261
71,20181101,B03a,1.0,Male,400.0,426.0,449.0,1.0,B04c,5.0,,5,0.8763000588933636,0.9999448424008271,4.589815241860337e-39,0.9998896878440148,2.11704543748744,0.800800800800801,-0.7955536135223856,5.3341441127615905,5.393143699893195,8.482772880444687,4.325536734707723
72,20181101,B03b,1.0,Male,435.0,440.0,460.0,0.0,,5.0,,1,0.96663641608889,0.9999992250367542,7.749632457976221e-07,0.9999984500741089,1.8594374347903713,0.7007007007007008,-1.3574030477142085,5.34227422801136,5.512026574792451,14.256430123891942,13.096053935338883
73,20181101,B03c,1.0,Male,427.0,444.0,467.0,0.0,,7.0,,1,0.8477726447673621,0.99838027103555,7.808841678151743e-19,0.9967631655930188,2.7985491719337126,0.800800800800801,-1.0086731669112445,6.508429443435408,6.586127494804796,8.809586199146516,7.481100812232587
74,20181101,B03d,1.0,Female,464.0,482.0,498.0,0.0,,7.0,,1,0.8669335588392919,0.9990480623851661,7.9940042427953785e-22,0.9980970309555542,2.064414306612583,0.567233900567234,-1.1999297165744836,5.992189998845688,6.111151471448307,11.323646636832056,9.425713221744227
75,20181101,B03e,1.0,Male,577.0,588.0,618.0,0.0,,9.0,,1,0.9112056562584993,0.9994358315933677,4.4291364188672656e-13,0.9988719814727262,3.37923632159134,1.034367701034368,-1.3411780890770062,6.536220074783021,6.6724007323164285,11.59566629292263,10.30965677636997
76,20181101,B03f,1.0,Female,1146.0,1157.0,1178.0,0.0,,9.0,,1,0.7215606738376351,0.9781518534309666,9.709668464685281e-07,0.9567810483704347,1.8459111259381897,0.7340674007340675,-1.295286487963336,3.8432058309283943,4.055613165081502,18.62550495827968,11.415874329509576
77,20181108,A01a,1.0,Male,11.0,68.0,89.0,0.0,,4.0,,32,1.0249879502335906,0.9988744328531549,5.842672863612973e-32,0.9977501326077114,2.5072485283051074,0.7340674007340675,-0.7925208238106695,5.003690371943878,5.06606421144239,9.00015777961379,-0.44439673627036713
78,20181108,A01b,1.0,Male,180.0,215.0,261.0,0.0,,8.0,,16,1.0010896793098574,0.9990043817695922,2.0961656669303646e-24,0.9980097547948447,2.097495344451344,1.568234901568235,-0.8676129268357157,3.107758445573086,3.22659491520756,15.598480856796838,1.3963950138583592
79,20181108,A01c,1.0,Male,220.0,229.0,269.0,0.0,,7.0,,1,0.9708040167483047,0.9999952746174928,2.6378456347116186e-16,0.9999905492573149,4.723255920462247,1.368034701368035,-0.7258803244498343,6.363549053555796,6.404815282460085,6.50751492840048,4.3035099550393845
80,20181108,A01d,1.0,Male,184.0,232.0,261.0,0.0,,10.0,,21,0.9315333651202314,0.9998953312776302,1.6179784375592566e-47,0.9997906735108012,1.613777646297487,1.001001001001001,-0.6602217749556207,3.62535913592312,3.6849859777951366,10.321147152448194,2.663609315123196
81,20181108,A01e,1.0,Male,204.0,235.0,258.0,0.0,,11.0,,12,0.9247041321408584,0.9999961961581801,5.90164144617583e-45,0.999992392330829,2.4972204785409486,0.800800800800801,-0.9141007832629171,4.857262630775884,4.942527744615476,10.657984651778184,2.5053712783413586
82,20181108,A01f,1.0,Male,238.0,249.0,297.0,0.0,,13.0,,1,0.9993987157846499,0.9999801140358401,6.841546815682026e-19,0.9999602284671311,5.344821688943179,1.6349683016349685,-0.20994098717788584,7.122427283348939,7.125520726563819,1.6883641177952937,1.5047564546429826
83,20181108,A01g,1.0,Male,242.0,255.0,281.0,0.0,,12.0,,3,1.0583135879537828,0.999458591494314,3.756610516844352e-13,0.9989174761117982,3.8364061614212144,0.900900900900901,-0.0848310014711,8.190286338785484,8.190725646126033,0.5934205911022005,0.2638217382538281
84,20181108,A01h,1.0,Male,274.0,281.0,305.0,0.0,,12.0,,1,1.0145848080314048,0.9999873477289867,2.4011893000439743e-10,0.9999746956180526,2.599118920546585,0.8341675008341676,-0.8507937791361079,6.145176982620043,6.20379321079772,7.882435993414367,7.623524652711943
85,20181108,A01i,1.0,Male,255.0,285.0,309.0,0.0,,13.0,,8,0.8310229886364635,0.9997519192234874,1.591435136354268e-34,0.9995038999910458,3.2224724650036194,0.8341675008341676,-0.8872715507499722,5.328270671600846,5.401640413301499,9.454228602723203,2.99866087633688
86,20181108,A01j,1.0,Male,303.0,322.0,363.0,0.0,,16.0,,1,0.8508862293142382,0.9997561868528984,6.272867328562912e-28,0.999512433150647,4.493609649187574,1.4014014014014016,-0.9371933187268863,6.132813324202199,6.2040092348559845,8.688506621059629,8.215640511999666
87,20181108,A01l,1.0,Male,451.0,492.0,518.0,0.0,,22.0,,17,1.061425020416911,0.9981755966130696,2.5457857069308836e-28,0.996354521673858,1.9887829300380337,0.900900900900901,-0.9017312282696772,4.126279731125371,4.223659980104081,12.327260295059107,0.8944272203772787
88,20181108,A01n,1.0,Male,519.0,532.0,545.0,1.0,A02a,23.0,,1,0.939325629010467,0.9999882909961161,1.733172691335994e-24,0.9999765821293329,1.3673647614942335,0.4671338004671339,-0.5007532201392345,3.5746949889059474,3.60959804565399,7.974262244068453,4.537937724788831
89,20181108,A01o,1.0,Female,514.0,544.0,563.0,0.0,,25.0,,12,1.0566117162892652,0.998851219725387,1.5194339022481836e-22,0.9977037591468932,1.3844203194815168,0.6673340006673341,-0.8122356321354429,4.040750575204909,4.1215763893356705,11.365624075876283,1.5004284996824009
90,20181108,A01p,1.0,Male,507.0,545.0,553.0,0.0,,25.0,,16,1.127024713418219,0.9990832171907965,7.539353010405593e-29,0.998167274872312,1.1985723785501514,0.30030030030030036,-0.811845224414799,4.734244812613739,4.803349520299894,9.730640013699347,2.0734649545279713
91,20181108,A01q,1.0,Female,507.0,571.0,586.0,1.0,A02c,27.0,,21,0.9003695503752678,0.9994046072838824,1.3966355547814247e-61,0.9988095690602522,0.8521938808391372,0.5338672005338673,-1.3427311541512128,3.084909959127147,3.364460790119288,23.521460124432895,10.38471897142246
92,20181108,A01r,1.0,Male,641.0,684.0,709.0,1.0,A02d,24.0,,7,0.8615304320072517,0.9997890923638375,5.746385091011012e-59,0.999578229209706,3.3233268871096406,0.8675342008675343,-0.46296274735589427,5.9275925623794565,5.945644463892503,4.4659060592267235,1.5851326368083407
93,20181108,A01s,1.0,Male,680.0,729.0,740.0,0.0,,20.0,,4,0.6426499950769795,0.9902218389465709,2.0121888276511028e-38,0.9805392903267288,1.4706880990410287,0.4004004004004005,-1.3797619534354442,4.726784118091615,4.924046217003971,16.272677503582294,9.2544418514427
94,20181108,A01t,1.0,Female,743.0,758.0,783.0,0.0,,18.0,,4,0.860681853063283,0.9863498642205591,2.328204252764661e-08,0.9728860546479157,2.314857823409862,0.8675342008675343,-0.9924709856186383,5.550034791069692,5.638074568447887,10.138610733597691,8.132705074301203
95,20181108,A01u,1.0,Male,794.0,808.0,839.0,1.0,A02e,9.0,,1,0.9141988233357287,0.9999583397529959,8.619607823616704e-24,0.9999166812415681,3.957484957224411,1.0677344010677345,-0.9735856612037306,6.430865255089918,6.504144599316979,8.6087861305539,4.973980993211475
96,20181108,A01v,1.0,Female,1361.0,1419.0,1483.0,0.0,,2.0,,27,1.0206896111453336,0.9989701790913884,1.6373923725648731e-40,0.9979414187138804,6.040370453458362,2.168835502168836,-0.7637910639199205,4.170863415707917,4.240221506220475,10.377331532471363,0.09626353132411179
97,20181108,A01w,1.0,Female,2250.0,2260.0,2277.0,1.0,A02g,1.0,,1,0.9387767087839498,0.9999710707144848,4.2875264108313924e-16,0.9999421422658726,1.1386957301002596,0.6006006006006007,-1.25090721534682,4.018325970400456,4.208528539264229,17.291395733577552,17.750104920562997
98,20181108,A01x,1.0,Male,2253.0,2271.0,2296.0,1.0,A02h,2.0,,13,0.9583566194025795,0.9999526940286048,3.9057525317144596e-07,0.9999053902950646,2.572655726586743,0.8675342008675343,-1.415657160869236,6.169703414634255,6.330033603518225,12.922996590737375,13.56854919118816
